"mqtt_topic","mqtt_json_path","device","tag","yard_tag","target_type","terminal","cabinet","system","description","unit","precision","data_type"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m0","cell14","KEB8","System_5_45_4_Cell_Voltage_M0_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M0_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell1","KEB8","System_5_45_4_Cell_Voltage_M1_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell2","KEB8","System_5_45_4_Cell_Voltage_M1_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell3","KEB8","System_5_45_4_Cell_Voltage_M1_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell4","KEB8","System_5_45_4_Cell_Voltage_M1_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell5","KEB8","System_5_45_4_Cell_Voltage_M1_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell6","KEB8","System_5_45_4_Cell_Voltage_M1_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell7","KEB8","System_5_45_4_Cell_Voltage_M1_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell8","KEB8","System_5_45_4_Cell_Voltage_M1_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell9","KEB8","System_5_45_4_Cell_Voltage_M1_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell10","KEB8","System_5_45_4_Cell_Voltage_M1_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell11","KEB8","System_5_45_4_Cell_Voltage_M1_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell12","KEB8","System_5_45_4_Cell_Voltage_M1_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell13","KEB8","System_5_45_4_Cell_Voltage_M1_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_4_cell13","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m1","cell14","KEB8","System_5_45_4_Cell_Voltage_M1_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M1_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell1","KEB8","System_5_45_4_Cell_Voltage_M2_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell2","KEB8","System_5_45_4_Cell_Voltage_M2_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell3","KEB8","System_5_45_4_Cell_Voltage_M2_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell4","KEB8","System_5_45_4_Cell_Voltage_M2_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell5","KEB8","System_5_45_4_Cell_Voltage_M2_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell6","KEB8","System_5_45_4_Cell_Voltage_M2_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell7","KEB8","System_5_45_4_Cell_Voltage_M2_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell8","KEB8","System_5_45_4_Cell_Voltage_M2_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell9","KEB8","System_5_45_4_Cell_Voltage_M2_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell10","KEB8","System_5_45_4_Cell_Voltage_M2_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell11","KEB8","System_5_45_4_Cell_Voltage_M2_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell12","KEB8","System_5_45_4_Cell_Voltage_M2_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell13","KEB8","System_5_45_4_Cell_Voltage_M2_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_4_cell13","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m2","cell14","KEB8","System_5_45_4_Cell_Voltage_M2_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M2_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell1","KEB8","System_5_45_4_Cell_Voltage_M3_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell2","KEB8","System_5_45_4_Cell_Voltage_M3_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell3","KEB8","System_5_45_4_Cell_Voltage_M3_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell4","KEB8","System_5_45_4_Cell_Voltage_M3_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell5","KEB8","System_5_45_4_Cell_Voltage_M3_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell6","KEB8","System_5_45_4_Cell_Voltage_M3_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell7","KEB8","System_5_45_4_Cell_Voltage_M3_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell8","KEB8","System_5_45_4_Cell_Voltage_M3_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell9","KEB8","System_5_45_4_Cell_Voltage_M3_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell10","KEB8","System_5_45_4_Cell_Voltage_M3_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell11","KEB8","System_5_45_4_Cell_Voltage_M3_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell12","KEB8","System_5_45_4_Cell_Voltage_M3_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell13","KEB8","System_5_45_4_Cell_Voltage_M3_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_4_cell13","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m3","cell14","KEB8","System_5_45_4_Cell_Voltage_M3_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M3_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell1","KEB8","System_5_45_4_Cell_Voltage_M4_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell2","KEB8","System_5_45_4_Cell_Voltage_M4_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell3","KEB8","System_5_45_4_Cell_Voltage_M4_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell4","KEB8","System_5_45_4_Cell_Voltage_M4_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell5","KEB8","System_5_45_4_Cell_Voltage_M4_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell6","KEB8","System_5_45_4_Cell_Voltage_M4_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell7","KEB8","System_5_45_4_Cell_Voltage_M4_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell8","KEB8","System_5_45_4_Cell_Voltage_M4_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell9","KEB8","System_5_45_4_Cell_Voltage_M4_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell10","KEB8","System_5_45_4_Cell_Voltage_M4_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell11","KEB8","System_5_45_4_Cell_Voltage_M4_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell12","KEB8","System_5_45_4_Cell_Voltage_M4_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell13","KEB8","System_5_45_4_Cell_Voltage_M4_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_4_cell13","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m4","cell14","KEB8","System_5_45_4_Cell_Voltage_M4_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M4_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell1","KEB8","System_5_45_4_Cell_Voltage_M5_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell2","KEB8","System_5_45_4_Cell_Voltage_M5_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell3","KEB8","System_5_45_4_Cell_Voltage_M5_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell4","KEB8","System_5_45_4_Cell_Voltage_M5_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell5","KEB8","System_5_45_4_Cell_Voltage_M5_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell6","KEB8","System_5_45_4_Cell_Voltage_M5_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell7","KEB8","System_5_45_4_Cell_Voltage_M5_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell8","KEB8","System_5_45_4_Cell_Voltage_M5_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell9","KEB8","System_5_45_4_Cell_Voltage_M5_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell10","KEB8","System_5_45_4_Cell_Voltage_M5_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell11","KEB8","System_5_45_4_Cell_Voltage_M5_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell12","KEB8","System_5_45_4_Cell_Voltage_M5_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell13","KEB8","System_5_45_4_Cell_Voltage_M5_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_4_cell13","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m5","cell14","KEB8","System_5_45_4_Cell_Voltage_M5_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M5_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell1","KEB8","System_5_45_4_Cell_Voltage_M6_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell2","KEB8","System_5_45_4_Cell_Voltage_M6_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell3","KEB8","System_5_45_4_Cell_Voltage_M6_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell4","KEB8","System_5_45_4_Cell_Voltage_M6_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell5","KEB8","System_5_45_4_Cell_Voltage_M6_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell6","KEB8","System_5_45_4_Cell_Voltage_M6_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell7","KEB8","System_5_45_4_Cell_Voltage_M6_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell8","KEB8","System_5_45_4_Cell_Voltage_M6_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell9","KEB8","System_5_45_4_Cell_Voltage_M6_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell10","KEB8","System_5_45_4_Cell_Voltage_M6_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell11","KEB8","System_5_45_4_Cell_Voltage_M6_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell12","KEB8","System_5_45_4_Cell_Voltage_M6_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell13","KEB8","System_5_45_4_Cell_Voltage_M6_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_4_cell13","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m6","cell14","KEB8","System_5_45_4_Cell_Voltage_M6_4_cell14",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M6_4_cell14","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m7","cell1","KEB8","System_5_45_4_Cell_Voltage_M7_0_cell1",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M7_0_cell1","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m7","cell2","KEB8","System_5_45_4_Cell_Voltage_M7_0_cell2",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M7_0_cell2","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m7","cell3","KEB8","System_5_45_4_Cell_Voltage_M7_0_cell3",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M7_0_cell3","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m7","cell4","KEB8","System_5_45_4_Cell_Voltage_M7_1_cell4",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M7_1_cell4","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m7","cell5","KEB8","System_5_45_4_Cell_Voltage_M7_1_cell5",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M7_1_cell5","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m7","cell6","KEB8","System_5_45_4_Cell_Voltage_M7_1_cell6",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M7_1_cell6","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m7","cell7","KEB8","System_5_45_4_Cell_Voltage_M7_2_cell7",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M7_2_cell7","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m7","cell8","KEB8","System_5_45_4_Cell_Voltage_M7_2_cell8",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M7_2_cell8","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m7","cell9","KEB8","System_5_45_4_Cell_Voltage_M7_2_cell9",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M7_2_cell9","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m7","cell10","KEB8","System_5_45_4_Cell_Voltage_M7_3_cell10",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M7_3_cell10","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m7","cell11","KEB8","System_5_45_4_Cell_Voltage_M7_3_cell11",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M7_3_cell11","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m7","cell12","KEB8","System_5_45_4_Cell_Voltage_M7_3_cell12",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M7_3_cell12","mV",,"REAL"
"marpower/450000-main-power-storage/system-5.45.4-cell-voltage-m7","cell13","KEB8","System_5_45_4_Cell_Voltage_M7_4_cell13",,"Float",,"+CB.2","450000 MAIN POWER STORAGE","System_5.45.4_Cell_Voltage_M7_4_cell13","mV",,"REAL"
