"electrical_system","io_list","tag","name","mqtt_topic","mqtt_json_path","group","domestic","hvac","technical","part_no","additional_info","preferred_mqtt_topic","preferred_mqtt_json_path"
"230V AC - Powertags","AMCS","PT59Q01_Total_Active_Power","AHU2000T Crew Messroom Total Active Power","AC DISTR 10P3","$.PT59Q01_Total_Active_Power","HVAC","","Air handling units","","","","marpower/power-tag/ahu2000t-crew-messroom","total_active_power"
"uGrid - HV DC/AC converters","PMS","ACGRID_PS_TOTALACTIVEPOWER ","AC Grid Dynamic converter PS Total Active Power","450000 DYNAMIC CONV PS GENERAL","$.TOTALACTIVEPOWER","Technical","","","Other","","","marpower/450000-dynamic-conv-ps-general","totalactivepower "
"uGrid - HV DC/AC converters","PMS","ACGRID_SB_TOTALACTIVEPOWER","AC Grid Dynamic converter SB Total Active Power","450000 DYNAMIC CONV SB GENERAL","$.TOTALACTIVEPOWER","Technical","","","Other","","","marpower/450000-dynamic-conv-sb-general","totalactivepower"
"24V DC - DC/DC converters","AMCS","DB_GEN_SERVICE_14E1_VOLTAGE","24 Vdc DB General Serivce 14E1 Voltage Measurement","450000 24VDC SYSTEM GENERAL","$.GEN_SERVICE_14E1_VOLTAGE","Technical","","","Technical","","","marpower/450000-24vdc-system-general","gen_service_14e1_voltage"
"24V DC - DC/DC converters","AMCS","DB_GEN_SERVICE_14E1_CURRENT","24 Vdc DB General Service 14E1 Current Measurement","450000 24VDC SYSTEM GENERAL","$.GEN_SERVICE_14E1_CURRENT","Technical","","","Technical","","","marpower/450000-24vdc-system-general","gen_service_14e1_current"
"24V DC - DC/DC converters","AMCS","DB_EMERG_14E2_VOLTAGE","24 Vdc DB Emergency 14E2 Voltage Measurement","450000 24VDC SYSTEM GENERAL","$.EMERG_14E2_VOLTAGE","Technical","","","Technical","","","marpower/450000-24vdc-system-general","emerg_14e2_voltage"
"24V DC - DC/DC converters","AMCS","DB_EMERG_14E2_CURRENT","24 Vdc DB Emergency 14E2 Current Measurement","450000 24VDC SYSTEM GENERAL","$.EMERG_14E2_CURRENT","Technical","","","Technical","","","marpower/450000-24vdc-system-general","emerg_14e2_current"
"24V DC - DC/DC converters","AMCS","DB_GMDSS_14E3_VOLTAGE","24 Vdc DB GMDSS 14E3 Voltage Measurement","450000 24VDC SYSTEM GENERAL","$.GMDSS_14E3_VOLTAGE","Technical","","","NavComm","","","marpower/450000-24vdc-system-general","gmdss_14e3_voltage"
"24V DC - DC/DC converters","AMCS","DB_GMDSS_14E3_CURRENT","24 Vdc DB GMDSS 14E3 Current Measurement","450000 24VDC SYSTEM GENERAL","$.GMDSS_14E3_CURRENT","Technical","","","NavComm","","","marpower/450000-24vdc-system-general","gmdss_14e3_current"
"24V DC - Control systems","PMS","Lutze_24E1_10F01_OutputCurrent","10F01 Sea Cooling Actuator 38001153-1 & -2 Output Current in mA","450000 24VDC SYSTEM/24E1_10F01","$.OutputCurrent","Technical","","","Cooling","","","marpower/450000-24vdc-system/24e1_10f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_11F01_OutputCurrent","11F01 Sea Cooling Actuator 38001153-3 & -4 Output Current in mA","450000 24VDC SYSTEM/24E1_11F01","$.OutputCurrent","Technical","","","Cooling","","","marpower/450000-24vdc-system/24e1_11f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_12F01_OutputCurrent","12F01 Navigation Lights - Main Supply Output Current in mA","450000 24VDC SYSTEM/24E1_12F01","$.OutputCurrent","Technical","","","Lighting","","","marpower/450000-24vdc-system/24e1_12f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_13F01_OutputCurrent","13F01 Navigation Lights - Main Supply Output Current in mA","450000 24VDC SYSTEM/24E1_13F01","$.OutputCurrent","Technical","","","Lighting","","","marpower/450000-24vdc-system/24e1_13f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_20F01_OutputCurrent","20F01 Stripping Pump 21001004 Output Current in mA","450000 24VDC SYSTEM/24E1_20F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e1_20f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_21F01_OutputCurrent","21F01 Chain Locker Pump Output Current in mA","450000 24VDC SYSTEM/24E1_21F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e1_21f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_22F01_OutputCurrent","22F01 10P0 Section 1 Panel Light Output Current in mA","450000 24VDC SYSTEM/24E1_22F01","$.OutputCurrent","Technical","","","Lighting","","","marpower/450000-24vdc-system/24e1_22f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_23F01_OutputCurrent","23F01 10P0 Section 3 Panel Light Output Current in mA","450000 24VDC SYSTEM/24E1_23F01","$.OutputCurrent","Technical","","","Lighting","","","marpower/450000-24vdc-system/24e1_23f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_24F01_OutputCurrent","24F01 Passerelle Output Current in mA","450000 24VDC SYSTEM/24E1_24F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e1_24f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_25F01_OutputCurrent","25F01 Boarding Ladder Output Current in mA","450000 24VDC SYSTEM/24E1_25F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e1_25f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_27F01_OutputCurrent","27F01 SOS Panel Main Power Supply 1 Output Current in mA","450000 24VDC SYSTEM/24E1_27F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e1_27f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_27F02_OutputCurrent","27F02 SOS Panel Main Power Supply 2 Output Current in mA","450000 24VDC SYSTEM/24E1_27F02","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e1_27f02","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_28F01_OutputCurrent","28F01 Navigation Lights - Main Supply Output Current in mA","450000 24VDC SYSTEM/24E1_28F01","$.OutputCurrent","Technical","","","Lighting","","","marpower/450000-24vdc-system/24e1_28f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_29F01_OutputCurrent","29F01 Cabinet Sliding Window Owner Private Salon Output Current in mA","450000 24VDC SYSTEM/24E1_29F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e1_29f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_31F01_OutputCurrent","31F01 Bed Gimball Output Current in mA","450000 24VDC SYSTEM/24E1_31F01","$.OutputCurrent","Technical","","","Other","","","marpower/450000-24vdc-system/24e1_31f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_32F01_OutputCurrent","32F01 WT Hatch RM19 Output Current in mA","450000 24VDC SYSTEM/24E1_32F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e1_32f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_80F01_OutputCurrent","80F01 Lights Technical Area - 901JB102 Output Current in mA","450000 24VDC SYSTEM/24E1_80F01","$.OutputCurrent","Technical","","","Lighting","","","marpower/450000-24vdc-system/24e1_80f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_81F01_OutputCurrent","81F01 Lights Technical Area - 901JB103 Output Current in mA","450000 24VDC SYSTEM/24E1_81F01","$.OutputCurrent","Technical","","","Lighting","","","marpower/450000-24vdc-system/24e1_81f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_82F01_OutputCurrent","82F01 Hull Valves Main Output Current in mA","450000 24VDC SYSTEM/24E1_82F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e1_82f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_83F01_OutputCurrent","83F01 Hatches Nr33/34/44 Output Current in mA","450000 24VDC SYSTEM/24E1_83F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e1_83f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_84F01_OutputCurrent","84F01 Gyrocompass Output Current in mA","450000 24VDC SYSTEM/24E1_84F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e1_84f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_85F01_OutputCurrent","85F01 Technical Water Salinity Sensor Output Current in mA","450000 24VDC SYSTEM/24E1_85F01","$.OutputCurrent","Technical","","","Technical water","","","marpower/450000-24vdc-system/24e1_85f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_86F01_OutputCurrent","86F01 Foldable Windows Main Cockpit Output Current in mA","450000 24VDC SYSTEM/24E1_86F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e1_86f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_87F01_OutputCurrent","87F01 Foldable Windows Private Salon Output Current in mA","450000 24VDC SYSTEM/24E1_87F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e1_87f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_88F01_OutputCurrent","88F01 Sunbed PS Output Current in mA","450000 24VDC SYSTEM/24E1_88F01","$.OutputCurrent","Technical","","","Other","","","marpower/450000-24vdc-system/24e1_88f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E1_89F01_OutputCurrent","89F01 Sunbed SB Output Current in mA","450000 24VDC SYSTEM/24E1_89F01","$.OutputCurrent","Technical","","","Other","","","marpower/450000-24vdc-system/24e1_89f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_10F01_OutputCurrent","10F01 Cpp Control System Fwd Prop. Unit Output Current in mA","450000 24VDC SYSTEM/24E2_10F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_10f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_11F01_OutputCurrent","11F01 Fire Door Galley Output Current in mA","450000 24VDC SYSTEM/24E2_11F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_11f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_12F01_OutputCurrent","12F01 Fire Detection Panel Output Current in mA","450000 24VDC SYSTEM/24E2_12F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_12f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_13F01_OutputCurrent","13F01 Talk Back Mts Output Current in mA","450000 24VDC SYSTEM/24E2_13F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e2_13f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_14F01_OutputCurrent","14F01 Fire Dampers PS & SB Output Current in mA","450000 24VDC SYSTEM/24E2_14F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_14f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_15F01_OutputCurrent","15F01 ??? Output Current in mA","450000 24VDC SYSTEM/24E2_15F01","$.OutputCurrent","","","","","","","marpower/450000-24vdc-system/24e2_15f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_16F01_OutputCurrent","16F01 Bilge LVL Petrol Locker Output Current in mA","450000 24VDC SYSTEM/24E2_16F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_16f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_18F01_OutputCurrent","18F01 Hull Valves Output Current in mA","450000 24VDC SYSTEM/24E2_18F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_18f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_20F01_OutputCurrent","20F01 General Alarm Output Current in mA","450000 24VDC SYSTEM/24E2_20F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_20f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_21F01_OutputCurrent","21F01 Signal Panel System Output Current in mA","450000 24VDC SYSTEM/24E2_21F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_21f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_22F01_OutputCurrent","22F01 Talk Back System Output Current in mA","450000 24VDC SYSTEM/24E2_22F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e2_22f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_24F01_OutputCurrent","24F01 WT Door Crew Corridor Output Current in mA","450000 24VDC SYSTEM/24E2_24F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_24f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_25F01_OutputCurrent","25F01 SOS Panel Back-UP Power Supply 1 Output Current in mA","450000 24VDC SYSTEM/24E2_25F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_25f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_25F02_OutputCurrent","25F02 SOS Panel Back-UP Power Supply 2 Output Current in mA","450000 24VDC SYSTEM/24E2_25F02","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_25f02","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_26F01_OutputCurrent","26F01 Navigation Lights - EM Supply Output Current in mA","450000 24VDC SYSTEM/24E2_26F01","$.OutputCurrent","Technical","","","Lighting","","","marpower/450000-24vdc-system/24e2_26f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_41F01_OutputCurrent","41F01 EM Lights Technical Area - 903JB103, 903JB004, EMP109 Output Current in mA","450000 24VDC SYSTEM/24E2_41F01","$.OutputCurrent","Technical","","","Lighting","","","marpower/450000-24vdc-system/24e2_41f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_42F01_OutputCurrent","42F01 EM Lights Technical Area - 903JB102 Output Current in mA","450000 24VDC SYSTEM/24E2_42F01","$.OutputCurrent","Technical","","","Lighting","","","marpower/450000-24vdc-system/24e2_42f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_45F01_OutputCurrent","45F01 EM Lights Aft Ship Output Current in mA","450000 24VDC SYSTEM/24E2_45F01","$.OutputCurrent","Technical","","","Lighting","","","marpower/450000-24vdc-system/24e2_45f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_46F01_OutputCurrent","46F01 EM Lights Fwd Ship Output Current in mA","450000 24VDC SYSTEM/24E2_46F01","$.OutputCurrent","Technical","","","Lighting","","","marpower/450000-24vdc-system/24e2_46f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_47F01_OutputCurrent","47F01 EM Lights Outside Aft/Fwd Output Current in mA","450000 24VDC SYSTEM/24E2_47F01","$.OutputCurrent","Technical","","","Lighting","","","marpower/450000-24vdc-system/24e2_47f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_27F01_OutputCurrent","27F01 Steering System Control - EM Supply Output Current in mA","450000 24VDC SYSTEM/24E2_27F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_27f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_60F01_OutputCurrent","60F01 AIS Output Current in mA","450000 24VDC SYSTEM/24E2_60F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e2_60f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_61F01_OutputCurrent","61F01 Autopilot Output Current in mA","450000 24VDC SYSTEM/24E2_61F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e2_61f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_63F01_OutputCurrent","63F01 Gyrocompass Output Current in mA","450000 24VDC SYSTEM/24E2_63F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e2_63f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_66F01_OutputCurrent","66F01 Instrument Package (A&T) Output Current in mA","450000 24VDC SYSTEM/24E2_66F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e2_66f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_67F01_OutputCurrent","67F01 Instrumentation (Dimm Supply) Output Current in mA","450000 24VDC SYSTEM/24E2_67F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e2_67f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_68F01_OutputCurrent","68F01 Navtex Output Current in mA","450000 24VDC SYSTEM/24E2_68F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e2_68f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_69F01_OutputCurrent","69F01 RAI Output Current in mA","450000 24VDC SYSTEM/24E2_69F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e2_69f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_70F01_OutputCurrent","70F01 Deck Crane (MOB) Output Current in mA","450000 24VDC SYSTEM/24E2_70F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_70f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_71F01_OutputCurrent","71F01 Valve For Battery Comp. Fan PS/SB Aft/Fwd Output Current in mA","450000 24VDC SYSTEM/24E2_71F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_71f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_73F01_OutputCurrent","73F01 Electric Horn (Air Whistle) Output Current in mA","450000 24VDC SYSTEM/24E2_73F01","$.OutputCurrent","Technical","","","Technical","","","marpower/450000-24vdc-system/24e2_73f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_74F01_OutputCurrent","74F01 Iridium Output Current in mA","450000 24VDC SYSTEM/24E2_74F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e2_74f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_75F01_OutputCurrent","75F01 Bnwas Output Current in mA","450000 24VDC SYSTEM/24E2_75F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e2_75f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_76F01_OutputCurrent","76F01 VHF 2 Output Current in mA","450000 24VDC SYSTEM/24E2_76F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e2_76f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E2_77F01_OutputCurrent","77F01 Fleetbroad Band Output Current in mA","450000 24VDC SYSTEM/24E2_77F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e2_77f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E3_10F01_OutputCurrent","10F01 VHF 1 Output Current in mA","450000 24VDC SYSTEM/24E3_10F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e3_10f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E3_11F01_OutputCurrent","11F01 Spare Output Current in mA","450000 24VDC SYSTEM/24E3_11F01","$.OutputCurrent","","","","","","","marpower/450000-24vdc-system/24e3_11f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E3_12F01_OutputCurrent","12F01 MF/HF SSB Output Current in mA","450000 24VDC SYSTEM/24E3_12F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e3_12f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E3_13F01_OutputCurrent","13F01 Dgps Output Current in mA","450000 24VDC SYSTEM/24E3_13F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e3_13f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E3_14F01_OutputCurrent","14F01 Iridium Output Current in mA","450000 24VDC SYSTEM/24E3_14F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e3_14f01","outputcurrent"
"24V DC - Control systems","PMS","Lutze_24E3_15F01_OutputCurrent","15F01 Chart Red Light Output Current in mA","450000 24VDC SYSTEM/24E3_15F01","$.OutputCurrent","Technical","","","NavComm","","","marpower/450000-24vdc-system/24e3_15f01","outputcurrent"
"48V DC - Lighting","AMCS","","","","","Domestic","","","","","","marpower/lighting/",""
"48V DC - Lighting","AMCS","","","","","Technical","","","","","","marpower/lighting/",""
"350V DC - Lighting / USB sockets","AMCS","","","","","Domestic","","","","","","marpower/lighting/",""
"350V DC - Lighting / USB sockets","AMCS","","","","","Technical","","","","","","marpower/lighting/",""
"Propulsion - Thrusters / drives","PMS","","","","","Propulsion","","","","","","marpower/propulsion/",""
"Batteries - Brightloops","PMS","","Brightloop1 Voltage side A","","","Charging","","","","","","marpower/battery-dc-converter/brightloop1","voltage-side-a"
"Batteries - Brightloops","PMS","","Brightloop1 Voltage side B","","","Charging","","","","","","marpower/battery-dc-converter/brightloop1","voltage-side-b"
"Batteries - Brightloops","PMS","","Brightloop1 Current side A","","","Charging","","","","","","marpower/battery-dc-converter/brightloop1","current-side-a"
"Batteries - Brightloops","PMS","","Brightloop1 Current side B","","","Charging","","","","","","marpower/battery-dc-converter/brightloop1","current-side-b"
"Batteries - Brightloops","PMS","","Brightloop2 Voltage side A","","","Charging","","","","","","marpower/battery-dc-converter/brightloop2","voltage-side-a"
"Batteries - Brightloops","PMS","","Brightloop2 Voltage side B","","","Charging","","","","","","marpower/battery-dc-converter/brightloop2","voltage-side-b"
"Batteries - Brightloops","PMS","","Brightloop2 Current side A","","","Charging","","","","","","marpower/battery-dc-converter/brightloop2","current-side-a"
"Batteries - Brightloops","PMS","","Brightloop2 Current side B","","","Charging","","","","","","marpower/battery-dc-converter/brightloop2","current-side-b"
"Batteries - Junction boxes / BMS master","PMS","","BMS Master1 Stored energy","","","State of charge","","","","","","marpower/bms-master/bms-master1","stored-energy"
"Batteries - Junction boxes / BMS master","PMS","","BMS Master2 Stored energy","","","State of charge","","","","","","marpower/bms-master/bms-master2","stored-energy"
"Winches - Aradex","PMS","","","","","Technical","","","Technical","","","marpower/winches/",""
"Solar power - Solar converters","PMS","","PVT1 Total Active Power","","","Solar","","","","","","marpower/pvt/pvt1","total_active_power"
"Solar power - Solar converters","PMS","","PVT2 Total Active Power","","","Solar","","","","","","marpower/pvt/pvt2","total_active_power"
"Solar power - Solar converters","PMS","","PVT3 Total Active Power","","","Solar","","","","","","marpower/pvt/pvt3","total_active_power"
"Hydrogeneration - Thrusters","PMS","","Thruster1 Total Active Power","","","Hydrogeneration","","","","","","marpower/hydrogeneration/thruster1","total_active_power"
"Hydrogeneration - Thrusters","PMS","","Thruster2 Total Active Power","","","Hydrogeneration","","","","","","marpower/hydrogeneration/thruster2","total_active_power"
"Shore power - AC/DC converters","PMS","","Shore power Total Active Power","","","Shore","","","","","","marpower/shore-power","total_active_power"
