Version date,22-9-2025,Revision nr,13,,,,,,,,,,,,,,
Simulation module,System,Pos,Sub,Component name,technical name,Type,Brand,Remarks,Material / description,"Voltage, capacity, power",Variable type,Variable,Included in simulation,Units,Modelica name,MQTT topic,MQTT key
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
Thrusters,High temp,50001194,,Circulation pump Thrusters 1,thrusters-pump-1,"Stratos Maxo 25/0,5-12",Wilo,,,"1 x 230 Vac, 0,3 kW, Modbus",Input,On-Off,yes,bool,thrusters_pump_1__on__bool,thrs/thrusters-pump-1,on
Thrusters,High temp,50001194,,Circulation pump Thrusters 1,thrusters-pump-1,"Stratos Maxo 25/0,5-12",Wilo,,,"1 x 230 Vac, 0,3 kW, Modbus",Output,Flow,yes,l/min,thrusters_pump_1__flow__l_min,thrs/thrusters-pump-1,flow
Thrusters,High temp,50001194,,Circulation pump Thrusters 1,thrusters-pump-1,"Stratos Maxo 25/0,5-12",Wilo,,,"1 x 230 Vac, 0,3 kW, Modbus",Output,Speed,yes,Hz,thrusters_pump_1__speed__Hz,thrs/thrusters-pump-1,speed
Thrusters,High temp,50001194,,Circulation pump Thrusters 1,thrusters-pump-1,"Stratos Maxo 25/0,5-12",Wilo,,,"1 x 230 Vac, 0,3 kW, Modbus",Output,Operation time,yes,s,thrusters_pump_1__op_time__s,thrs/thrusters-pump-1,op-time
Thrusters,High temp,50001195,,Circulation pump Thrusters 2,thrusters-pump-2,"Stratos Maxo 25/0,5-12",Wilo,,,"1 x 230 Vac, 0,3 kW, Modbus",Input,Relative duty point,yes,ratio,thrusters_pump_2__dutypoint__ratio,thrs/thrusters-pump-2,dutypoint
Thrusters,High temp,50001195,,Circulation pump Thrusters 2,thrusters-pump-2,"Stratos Maxo 25/0,5-12",Wilo,,,"1 x 230 Vac, 0,3 kW, Modbus",Input,On-Off,yes,bool,thrusters_pump_2__on__bool,thrs/thrusters-pump-2,on
Thrusters,High temp,50001195,,Circulation pump Thrusters 2,thrusters-pump-2,"Stratos Maxo 25/0,5-12",Wilo,,,"1 x 230 Vac, 0,3 kW, Modbus",Output,Flow,yes,l/min,thrusters_pump_2__flow__l_min,thrs/thrusters-pump-2,flow
Thrusters,High temp,50001195,,Circulation pump Thrusters 2,thrusters-pump-2,"Stratos Maxo 25/0,5-12",Wilo,,,"1 x 230 Vac, 0,3 kW, Modbus",Output,Speed,yes,Hz,thrusters_pump_2__speed__Hz,thrs/thrusters-pump-2,speed
Thrusters,High temp,50001195,,Circulation pump Thrusters 2,thrusters-pump-2,"Stratos Maxo 25/0,5-12",Wilo,,,"1 x 230 Vac, 0,3 kW, Modbus",Output,Operation time,yes,s,thrusters_pump_2__op_time__s,thrs/thrusters-pump-2,op-time
Thrusters,High temp,,,Seawater,thrusters-seawater-return,,,,,,Simulation output,Temperature,yes,°C,thrusters_seawater_return__temperature__C,thrs/thrusters-seawater-return,temperature
Thrusters,High temp,,,Seawater,thrusters-seawater-supply,,,,,,Simulation input,Temperature,yes,°C,thrusters_seawater_supply__temperature__C,thrs/thrusters-seawater-supply,temperature
Thrusters,High temp,,,Seawater,thrusters-seawater-supply,,,,,,Simulation input,Flow,yes,l/min,thrusters_seawater_supply__flow__l_min,thrs/thrusters-seawater-supply,flow
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
Thrusters,High temp,50001066,03,2 way valve DN 32,thrusters-shutoff-recovery,R432+NR24A-MOD + EXT,Belimo,,,,Input,Setpoint,yes,ratio,thrusters_shutoff_recovery__setpoint__ratio,thrs/thrusters-shutoff-recovery,setpoint
Thrusters,High temp,50001066,03,2 way valve DN 32,thrusters-shutoff-recovery,R432+NR24A-MOD + EXT,Belimo,,,,Output,Relative position,yes,ratio,thrusters_shutoff_recovery__position_rel__ratio,thrs/thrusters-shutoff-recovery,position-rel
Thrusters,High temp,50001091,01,3 way valve DN 32,thrusters-switch-aft,,Belimo,,,,Input,Setpoint,yes,ratio,thrusters_switch_aft__setpoint__ratio,thrs/thrusters-switch-aft,setpoint
Thrusters,High temp,50001091,01,3 way valve DN 32,thrusters-switch-aft,,Belimo,,,,Output,Relative position,yes,ratio,thrusters_switch_aft__position_rel__ratio,thrs/thrusters-switch-aft,position-rel
Thrusters,High temp,50001091,02,3 way valve DN 25,thrusters-switch-fwd,,Belimo,,,,Input,Setpoint,yes,ratio,thrusters_switch_fwd__setpoint__ratio,thrs/thrusters-switch-fwd,setpoint
Thrusters,High temp,50001091,02,3 way valve DN 25,thrusters-switch-fwd,,Belimo,,,,Output,Relative position,yes,ratio,thrusters_switch_fwd__position_rel__ratio,thrs/thrusters-switch-fwd,position-rel
Thrusters,High temp,50001038,30,Temperature sensor Pt100 RTD,thrusters-temperature-recovery-mix,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,,,Output,Temperature,yes,°C,thrusters_temperature_recovery_mix__temperature__C,thrs/thrusters-temperature-recovery-mix,temperature
Thrusters,High temp,50001038,01,Temperature sensor Pt100 RTD,thrusters-temperature-aft-return,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,St.St. ∅ 6mm with compr. fitting. Immersion L= 60mm,"Class AA, 4 wire",Output,Temperature,yes,°C,thrusters_temperature_aft_return__temperature__C,thrs/thrusters-temperature-aft-return,temperature
Thrusters,High temp,50001038,02,Temperature sensor Pt100 RTD,thrusters-temperature-fwd-return,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,,,Output,Temperature,yes,°C,thrusters_temperature_fwd_return__temperature__C,thrs/thrusters-temperature-fwd-return,temperature
Thrusters,High temp,50001038,28,Temperature sensor Pt100 RTD,thrusters-temperature-supply,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,,,Output,Temperature,yes,°C,thrusters_temperature_supply__temperature__C,thrs/thrusters-temperature-supply,temperature
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
,,,,,,,,,,,,,#VALUE!,,__,,
