Version date,22-9-2025,Revision nr,13,,,,,,,,,,,,,,
Simulation module,System,Pos,Sub,Component name,technical name,Type,Brand,Remarks,Material / description,"Voltage, capacity, power",Variable type,Variable,Included in simulation,Units,Modelica name,MQTT topic,MQTT key
Consumers,High temp,50001065,01,Flow control valve DN 25,consumers-flowcontrol-boosting,R422+LR24A-MOD + EXT-OC-ZR425,Belimo,,,,Output,Relative position,yes,ratio,consumers_flowcontrol_boosting__position_rel__ratio,thrs/consumers-flowcontrol-boosting,position-rel
Consumers,High temp,50001062,01,Flow control valve DN 40,consumers-flowcontrol-bypass,R438+NR24A-MOD +  EXT-OC-ZR440,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Input,Setpoint,yes,ratio,consumers_flowcontrol_bypass__setpoint__ratio,thrs/consumers-flowcontrol-bypass,setpoint
Consumers,High temp,50001062,01,Flow control valve DN 40,consumers-flowcontrol-bypass,R438+NR24A-MOD +  EXT-OC-ZR440,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Output,Relative position,yes,ratio,consumers_flowcontrol_bypass__position_rel__ratio,thrs/consumers-flowcontrol-bypass,position-rel
Consumers,High temp,50001061,,Flow control valve DN 32,consumers-flowcontrol-fahrenheit,R431+NR24A-MOD + EXT-OC-ZR432,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Input,Setpoint,yes,ratio,consumers_flowcontrol_fahrenheit__setpoint__ratio,thrs/consumers-flowcontrol-fahrenheit,setpoint
Consumers,High temp,50001061,,Flow control valve DN 32,consumers-flowcontrol-fahrenheit,R431+NR24A-MOD + EXT-OC-ZR432,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Output,Relative position,yes,ratio,consumers_flowcontrol_fahrenheit__position_rel__ratio,thrs/consumers-flowcontrol-fahrenheit,position-rel
Consumers,High temp,,,Module return,consumers-module-return,,,,,,Simulation output,Temperature,yes,°C,consumers_module_return__temperature__C,thrs/consumers-module-return,temperature
Consumers,High temp,,,Module return,consumers-module-return,,,,,,Simulation output,Flow,yes,l/min,consumers_module_return__flow__l_min,thrs/consumers-module-return,flow
Consumers,High temp,,,Module supply,consumers-module-supply,,,,,,Simulation input,Temperature,yes,°C,consumers_module_supply__temperature__C,thrs/consumers-module-supply,temperature
Consumers,High temp,,,Module supply,consumers-module-supply,,,,,,Simulation input,Flow,yes,l/min,consumers_module_supply__flow__l_min,thrs/consumers-module-supply,flow
Consumers,High temp,50001067,15,2 way valve DN 25,consumers-switch-boosting,R425+LR24A-MOD +  EXT-OC-ZR425,Belimo,,,,Input,Setpoint,yes,ratio,consumers_switch_boosting__setpoint__ratio,thrs/consumers-switch-boosting,setpoint
Consumers,High temp,50001067,15,2 way valve DN 25,consumers-switch-boosting,R425+LR24A-MOD +  EXT-OC-ZR425,Belimo,,,,Output,Relative position,yes,ratio,consumers_switch_boosting__position_rel__ratio,thrs/consumers-switch-boosting,position-rel
Consumers,High temp,50001066,03,2 way valve DN 32,consumers-switch-fahrenheit-direct-return,R432+NR24A-MOD + EXT-OC-ZR432,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Input,Setpoint,yes,ratio,consumers_switch_fahrenheit_direct_return__setpoint__ratio,thrs/consumers-switch-fahrenheit-direct-return,setpoint
Consumers,High temp,50001066,03,2 way valve DN 32,consumers-switch-fahrenheit-direct-return,R432+NR24A-MOD + EXT-OC-ZR432,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Output,Relative position,yes,ratio,consumers_switch_fahrenheit_direct_return__position_rel__ratio,thrs/consumers-switch-fahrenheit-direct-return,position-rel
Consumers,Fahrenheit,50001074,,3 way valve T bore DN 32,consumers-switch-fahrenheit-direct-supply,R530+LR24A-MOD + EXT-OC-ZR532,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Input,Setpoint,yes,ratio,consumers_switch_fahrenheit_direct_supply__setpoint__ratio,thrs/consumers-switch-fahrenheit-direct-supply,setpoint
Consumers,Fahrenheit,50001074,,3 way valve T bore DN 32,consumers-switch-fahrenheit-direct-supply,R530+LR24A-MOD + EXT-OC-ZR532,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Output,Relative position,yes,ratio,consumers_switch_fahrenheit_direct_supply__position_rel__ratio,thrs/consumers-switch-fahrenheit-direct-supply,position-rel
Consumers,High temp,50001066,02,2 way valve DN 32,consumers-switch-fahrenheit-exchanger,R432+NR24A-MOD + EXT-OC-ZR432,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Input,Setpoint,yes,ratio,consumers_switch_fahrenheit_exchanger__setpoint__ratio,thrs/consumers-switch-fahrenheit-exchanger,setpoint
Consumers,High temp,50001066,02,2 way valve DN 32,consumers-switch-fahrenheit-exchanger,R432+NR24A-MOD + EXT-OC-ZR432,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Output,Relative position,yes,ratio,consumers_switch_fahrenheit_exchanger__position_rel__ratio,thrs/consumers-switch-fahrenheit-exchanger,position-rel
Consumers,High temp,50001038,48,Temperature sensor Pt100 RTD,consumers-temperature-boosting-return,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,,,Output,Temperature,yes,°C,consumers_temperature_boosting_return__temperature__C,thrs/consumers-temperature-boosting-return,temperature
Consumers,High temp,50001038,53,Temperature sensor Pt100 RTD,consumers-temperature-boosting-supply,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,,,Output,Temperature,yes,°C,consumers_temperature_boosting_supply__temperature__C,thrs/consumers-temperature-boosting-supply,temperature
Consumers,High temp,50001038,49,Temperature sensor Pt100 RTD,consumers-temperature-fahrenheit-return,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,,,Output,Temperature,yes,°C,consumers_temperature_fahrenheit_return__temperature__C,thrs/consumers-temperature-fahrenheit-return,temperature
Consumers,High temp,50001038,54,Temperature sensor Pt100 RTD,consumers-temperature-fahrenheit-supply,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,,,Output,Temperature,yes,°C,consumers_temperature_fahrenheit_supply__temperature__C,thrs/consumers-temperature-fahrenheit-supply,temperature
Fahrenheit,Fahrenheit,50001058,09,Flowsensor,flow-chiller-hot-in,SM7120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,flow_chiller_hot_in__flow__l_min,thrs/flow-chiller-hot-in,flow
Fahrenheit,Fahrenheit,50001058,09,Flowsensor,flow-chiller-hot-in,SM7120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,flow_chiller_hot_in__temperature__C,thrs/flow-chiller-hot-in,temperature
PCM,High temp,,,Consumers supply,pcm-consumers-return,,,,,,Simulation output,Temperature,yes,°C,pcm_consumers_return__temperature__C,thrs/pcm-consumers-return,temperature
PCM,High temp,,,Consumers supply,pcm-consumers-return,,,,,,Simulation output,Flow,yes,l/min,pcm_consumers_return__flow__l_min,thrs/pcm-consumers-return,flow
PCM,High temp,,,Consumers return,pcm-consumers-supply,,,,,,Simulation input,Temperature,yes,°C,pcm_consumers_supply__temperature__C,thrs/pcm-consumers-supply,temperature
PCM,High temp,50001057,18,Flowsensor,pcm-flow-module-1,SM6120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pcm_flow_module_1__flow__l_min,thrs/pcm-flow-module-1,flow
PCM,High temp,50001057,18,Flowsensor,pcm-flow-module-1,SM6120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pcm_flow_module_1__temperature__C,thrs/pcm-flow-module-1,temperature
PCM,High temp,50001057,19,Flowsensor,pcm-flow-module-2,SM6120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pcm_flow_module_2__flow__l_min,thrs/pcm-flow-module-2,flow
PCM,High temp,50001057,19,Flowsensor,pcm-flow-module-2,SM6120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pcm_flow_module_2__temperature__C,thrs/pcm-flow-module-2,temperature
PCM,High temp,50001057,20,Flowsensor,pcm-flow-module-3,SM6120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pcm_flow_module_3__flow__l_min,thrs/pcm-flow-module-3,flow
PCM,High temp,50001057,20,Flowsensor,pcm-flow-module-3,SM6120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pcm_flow_module_3__temperature__C,thrs/pcm-flow-module-3,temperature
PCM,High temp,50001057,21,Flowsensor,pcm-flow-module-4,SM6120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pcm_flow_module_4__flow__l_min,thrs/pcm-flow-module-4,flow
PCM,High temp,50001057,21,Flowsensor,pcm-flow-module-4,SM6120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pcm_flow_module_4__temperature__C,thrs/pcm-flow-module-4,temperature
PCM,High temp,50001064,04,Flow control valve DN 20,pcm-flowcontrol-module-1,R417+LR24A-MOD + EXT-OC-ZR420,Belimo,,,,Input,Setpoint,yes,ratio,pcm_flowcontrol_module_1__setpoint__ratio,thrs/pcm-flowcontrol-module-1,setpoint
PCM,High temp,50001064,04,Flow control valve DN 20,pcm-flowcontrol-module-1,R417+LR24A-MOD + EXT-OC-ZR420,Belimo,,,,Output,Relative position,yes,ratio,pcm_flowcontrol_module_1__position_rel__ratio,thrs/pcm-flowcontrol-module-1,position-rel
PCM,High temp,50001064,05,Flow control valve DN 20,pcm-flowcontrol-module-2,R417+LR24A-MOD + EXT-OC-ZR420,Belimo,,,,Input,Setpoint,yes,ratio,pcm_flowcontrol_module_2__setpoint__ratio,thrs/pcm-flowcontrol-module-2,setpoint
PCM,High temp,50001064,05,Flow control valve DN 20,pcm-flowcontrol-module-2,R417+LR24A-MOD + EXT-OC-ZR420,Belimo,,,,Output,Relative position,yes,ratio,pcm_flowcontrol_module_2__position_rel__ratio,thrs/pcm-flowcontrol-module-2,position-rel
PCM,High temp,50001064,06,Flow control valve DN 20,pcm-flowcontrol-module-3,R417+LR24A-MOD + EXT-OC-ZR420,Belimo,,,,Input,Setpoint,yes,ratio,pcm_flowcontrol_module_3__setpoint__ratio,thrs/pcm-flowcontrol-module-3,setpoint
PCM,High temp,50001064,06,Flow control valve DN 20,pcm-flowcontrol-module-3,R417+LR24A-MOD + EXT-OC-ZR420,Belimo,,,,Output,Relative position,yes,ratio,pcm_flowcontrol_module_3__position_rel__ratio,thrs/pcm-flowcontrol-module-3,position-rel
PCM,High temp,50001064,07,Flow control valve DN 20,pcm-flowcontrol-module-4,R417+LR24A-MOD + EXT-OC-ZR420,Belimo,,,,Input,Setpoint,yes,ratio,pcm_flowcontrol_module_4__setpoint__ratio,thrs/pcm-flowcontrol-module-4,setpoint
PCM,High temp,50001064,07,Flow control valve DN 20,pcm-flowcontrol-module-4,R417+LR24A-MOD + EXT-OC-ZR420,Belimo,,,,Output,Relative position,yes,ratio,pcm_flowcontrol_module_4__position_rel__ratio,thrs/pcm-flowcontrol-module-4,position-rel
PCM,High temp,,,Freshwater return,pcm-freshwater-return,,,,,,Simulation output,Flow,yes,l/min,pcm_freshwater_return__flow__l_min,thrs/pcm-freshwater-return,flow
PCM,High temp,,,Freshwater return,pcm-freshwater-return,,,,,,Simulation output,Temperature,yes,°C,pcm_freshwater_return__temperature__C,thrs/pcm-freshwater-return,temperature
PCM,High temp,,,Freshwater supply,pcm-freshwater-supply,,,,,,Simulation input,Flow,yes,l/min,pcm_freshwater_supply__flow__l_min,thrs/pcm-freshwater-supply,flow
PCM,High temp,,,Freshwater supply,pcm-freshwater-supply,,,,,,Simulation input,Temperature,yes,°C,pcm_freshwater_supply__temperature__C,thrs/pcm-freshwater-supply,temperature
PCM,High temp,50001049,,Flextherm Eco G2,pcm-module-1,4736156,Flextherm Eco G2,Via AMCS PLC?,Electric element powered,"1 x 230 Vac, 2,8 kW",Output,Charged,yes,bool,pcm_module_1__charged__bool,thrs/pcm-module-1,charged
PCM,High temp,50001049,,Flextherm Eco G2,pcm-module-1,4736156,Flextherm Eco G2,Via AMCS PLC?,Electric element powered,"1 x 230 Vac, 2,8 kW",Input,On-Off,yes,bool,pcm_module_1__on__bool,thrs/pcm-module-1,on
PCM,High temp,50001050,,Flextherm Eco G2,pcm-module-2,4736156,Flextherm Eco G2,Via AMCS PLC?,,,Output,Charged,yes,bool,pcm_module_2__charged__bool,thrs/pcm-module-2,charged
PCM,High temp,50001051,,Flextherm Eco G2,pcm-module-3,4736156,Flextherm Eco G2,Via AMCS PLC?,,,Output,Charged,yes,bool,pcm_module_3__charged__bool,thrs/pcm-module-3,charged
PCM,High temp,50001052,,Flextherm Eco G2,pcm-module-4,4736156,Flextherm Eco G2,Via AMCS PLC?,,,Output,Charged,yes,bool,pcm_module_4__charged__bool,thrs/pcm-module-4,charged
PCM,High temp,,,Producers return,pcm-producers-return,,,,,,Simulation output,Temperature,yes,°C,pcm_producers_return__temperature__C,thrs/pcm-producers-return,temperature
PCM,High temp,,,Producers return,pcm-producers-return,,,,,,Simulation output,Flow,yes,l/min,pcm_producers_return__flow__l_min,thrs/pcm-producers-return,flow
PCM,High temp,,,Producers supply,pcm-producers-supply,,,,,,Simulation input,Temperature,yes,°C,pcm_producers_supply__temperature__C,thrs/pcm-producers-supply,temperature
PCM,High temp,,,Producers supply,pcm-producers-supply,,,,,,Simulation input,Flow,yes,l/min,pcm_producers_supply__flow__l_min,thrs/pcm-producers-supply,flow
PCM,High temp,50001017,,Circulation pump hot loop,pcm-pump,"Stratos Pico 25/0,5-8",Wilo,,,"1 x 230 Vac, 0,08 kW, Modbus",Input,Relative duty point,yes,ratio,pcm_pump__dutypoint__ratio,thrs/pcm-pump,dutypoint
PCM,High temp,50001017,,Circulation pump hot loop,pcm-pump,"Stratos Pico 25/0,5-8",Wilo,,,"1 x 230 Vac, 0,08 kW, Modbus",Input,On-Off,yes,bool,pcm_pump__on__bool,thrs/pcm-pump,on
PCM,High temp,50001017,,Circulation pump hot loop,pcm-pump,"Stratos Pico 25/0,5-8",Wilo,,,"1 x 230 Vac, 0,08 kW, Modbus",Output,Flow,yes,l/min,pcm_pump__flow__l_min,thrs/pcm-pump,flow
PCM,High temp,50001017,,Circulation pump hot loop,pcm-pump,"Stratos Pico 25/0,5-8",Wilo,,,"1 x 230 Vac, 0,08 kW, Modbus",Output,Speed,yes,Hz,pcm_pump__speed__Hz,thrs/pcm-pump,speed
PCM,High temp,50001017,,Circulation pump hot loop,pcm-pump,"Stratos Pico 25/0,5-8",Wilo,,,"1 x 230 Vac, 0,08 kW, Modbus",Output,Operation time,yes,s,pcm_pump__op_time__s,thrs/pcm-pump,op-time
PCM,High temp,50001062,02,Flow control valve DN 40,pcm-switch-charging-return,R438+NR24A-MOD +  EXT-OC-ZR440,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Input,Setpoint,yes,ratio,pcm_switch_charging_return__setpoint__ratio,thrs/pcm-switch-charging-return,setpoint
PCM,High temp,50001062,02,Flow control valve DN 40,pcm-switch-charging-return,R438+NR24A-MOD +  EXT-OC-ZR440,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Output,Relative position,yes,ratio,pcm_switch_charging_return__position_rel__ratio,thrs/pcm-switch-charging-return,position-rel
PCM,High temp,50001090,01,2 way valve DN 40,pcm-switch-charging-supply,R440+NR24A-MOD + EXT-OC-ZR440,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Input,Setpoint,yes,ratio,pcm_switch_charging_supply__setpoint__ratio,thrs/pcm-switch-charging-supply,setpoint
PCM,High temp,50001090,01,2 way valve DN 40,pcm-switch-charging-supply,R440+NR24A-MOD + EXT-OC-ZR440,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Output,Relative position,yes,ratio,pcm_switch_charging_supply__position_rel__ratio,thrs/pcm-switch-charging-supply,position-rel
PCM,High temp,50001071,02,2 way valve DN 40,pcm-switch-consumers,R440+NR24A-MOD + EXT-OC-ZR440,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Input,Setpoint,yes,ratio,pcm_switch_consumers__setpoint__ratio,thrs/pcm-switch-consumers,setpoint
PCM,High temp,50001071,02,2 way valve DN 40,pcm-switch-consumers,R440+NR24A-MOD + EXT-OC-ZR440,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Output,Relative position,yes,ratio,pcm_switch_consumers__position_rel__ratio,thrs/pcm-switch-consumers,position-rel
PCM,High temp,50001066,01,2 way valve DN 32,pcm-switch-discharging,R432+NR24A-MOD + EXT-OC-ZR432,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Input,Setpoint,yes,ratio,pcm_switch_discharging__setpoint__ratio,thrs/pcm-switch-discharging,setpoint
PCM,High temp,50001066,01,2 way valve DN 32,pcm-switch-discharging,R432+NR24A-MOD + EXT-OC-ZR432,Belimo,,"Brass, nickel plated. With insulation shell","24 Vdc, Modbus RTU",Output,Relative position,yes,ratio,pcm_switch_discharging__position_rel__ratio,thrs/pcm-switch-discharging,position-rel
PCM,High temp,50001038,32,Temperature sensor Pt100 RTD,pcm-temperature-module-1-out,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,,,Output,Temperature,yes,°C,pcm_temperature_module_1_out__temperature__C,thrs/pcm-temperature-module-1-out,temperature
PCM,High temp,50001038,33,Temperature sensor Pt100 RTD,pcm-temperature-module-2-out,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,,,Output,Temperature,yes,°C,pcm_temperature_module_2_out__temperature__C,thrs/pcm-temperature-module-2-out,temperature
PCM,High temp,50001038,34,Temperature sensor Pt100 RTD,pcm-temperature-module-3-out,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,,,Output,Temperature,yes,°C,pcm_temperature_module_3_out__temperature__C,thrs/pcm-temperature-module-3-out,temperature
PCM,High temp,50001038,35,Temperature sensor Pt100 RTD,pcm-temperature-module-4-out,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,,,Output,Temperature,yes,°C,pcm_temperature_module_4_out__temperature__C,thrs/pcm-temperature-module-4-out,temperature
PCM,High temp,50001038,31,Temperature sensor Pt100 RTD,pcm-temperature-producers-return,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,,,Output,Temperature,yes,°C,pcm_temperature_producers_return__temperature__C,thrs/pcm-temperature-producers-return,temperature
PCM,High temp,50001038,55,Temperature sensor Pt100 RTD,pcm-temperature-producers-supply,TST310-B8A1C4G8B1A,iTHERM,Via Hart7,,,Output,Temperature,yes,°C,pcm_temperature_producers_supply__temperature__C,thrs/pcm-temperature-producers-supply,temperature
PVT,High temp,50001058,13,Flowsensor,pvt-flow-main-aft,SM7120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_aft__flow__l_min,thrs/pvt-flow-main-aft,flow
PVT,High temp,50001058,13,Flowsensor,pvt-flow-main-aft,SM7120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pvt_flow_main_aft__temperature__C,thrs/pvt-flow-main-aft,temperature
PVT,High temp,50001058,12,Flowsensor,pvt-flow-main-fwd,SM7120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_fwd__flow__l_min,thrs/pvt-flow-main-fwd,flow
PVT,High temp,50001058,12,Flowsensor,pvt-flow-main-fwd,SM7120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pvt_flow_main_fwd__temperature__C,thrs/pvt-flow-main-fwd,temperature
PVT,High temp,50009006,01,Flowsensor,pvt-flow-main-string-1-1,SM4120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_string_1_1__flow__l_min,thrs/pvt-flow-main-string-1-1,flow
PVT,High temp,50009006,01,Flowsensor,pvt-flow-main-string-1-1,SM4120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pvt_flow_main_string_1_1__temperature__C,thrs/pvt-flow-main-string-1-1,temperature
PVT,High temp,50009006,02,Flowsensor,pvt-flow-main-string-1-2,SM4120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_string_1_2__flow__l_min,thrs/pvt-flow-main-string-1-2,flow
PVT,High temp,50009006,02,Flowsensor,pvt-flow-main-string-1-2,SM4120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pvt_flow_main_string_1_2__temperature__C,thrs/pvt-flow-main-string-1-2,temperature
PVT,High temp,50009009,04,Flowsensor,pvt-flow-main-string-10,SM4120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_string_10__flow__l_min,thrs/pvt-flow-main-string-10,flow
PVT,High temp,50009009,04,Flowsensor,pvt-flow-main-string-10,SM4120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pvt_flow_main_string_10__temperature__C,thrs/pvt-flow-main-string-10,temperature
PVT,High temp,50009006,13,Flowsensor,pvt-flow-main-string-11-1,SM4120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_string_11_1__flow__l_min,thrs/pvt-flow-main-string-11-1,flow
PVT,High temp,50009006,13,Flowsensor,pvt-flow-main-string-11-1,SM4120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pvt_flow_main_string_11_1__temperature__C,thrs/pvt-flow-main-string-11-1,temperature
PVT,High temp,50009006,14,Flowsensor,pvt-flow-main-string-11-2,SM4120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_string_11_2__flow__l_min,thrs/pvt-flow-main-string-11-2,flow
PVT,High temp,50009006,14,Flowsensor,pvt-flow-main-string-11-2,SM4120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pvt_flow_main_string_11_2__temperature__C,thrs/pvt-flow-main-string-11-2,temperature
PVT,High temp,50009009,05,Flowsensor,pvt-flow-main-string-12,SM4120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_string_12__flow__l_min,thrs/pvt-flow-main-string-12,flow
PVT,High temp,50009009,05,Flowsensor,pvt-flow-main-string-12,SM4120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pvt_flow_main_string_12__temperature__C,thrs/pvt-flow-main-string-12,temperature
PVT,High temp,50009009,06,Flowsensor,pvt-flow-main-string-13,SM4120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_string_13__flow__l_min,thrs/pvt-flow-main-string-13,flow
PVT,High temp,50009009,06,Flowsensor,pvt-flow-main-string-13,SM4120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pvt_flow_main_string_13__temperature__C,thrs/pvt-flow-main-string-13,temperature
PVT,High temp,50009006,03,Flowsensor,pvt-flow-main-string-2-1,SM4120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_string_2_1__flow__l_min,thrs/pvt-flow-main-string-2-1,flow
PVT,High temp,50009006,03,Flowsensor,pvt-flow-main-string-2-1,SM4120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pvt_flow_main_string_2_1__temperature__C,thrs/pvt-flow-main-string-2-1,temperature
PVT,High temp,50009006,04,Flowsensor,pvt-flow-main-string-2-2,SM4120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_string_2_2__flow__l_min,thrs/pvt-flow-main-string-2-2,flow
PVT,High temp,50009006,04,Flowsensor,pvt-flow-main-string-2-2,SM4120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pvt_flow_main_string_2_2__temperature__C,thrs/pvt-flow-main-string-2-2,temperature
PVT,High temp,50009009,01,Flowsensor,pvt-flow-main-string-3,SM4120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_string_3__flow__l_min,thrs/pvt-flow-main-string-3,flow
PVT,High temp,50009009,01,Flowsensor,pvt-flow-main-string-3,SM4120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pvt_flow_main_string_3__temperature__C,thrs/pvt-flow-main-string-3,temperature
PVT,High temp,50001002,,Heat Exchanger,,FH-RX00.5-T0N0-HG-TN-11,Asorpi Thermal,Sea water cooler PVT panels,,,,,#N/A,,__,,
PVT,High temp,50009009,02,Flowsensor,pvt-flow-main-string-4,SM4120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_string_4__flow__l_min,thrs/pvt-flow-main-string-4,flow
PVT,High temp,50009009,02,Flowsensor,pvt-flow-main-string-4,SM4120,IFM,Via IO-Link,,,Output,Temperature,yes,°C,pvt_flow_main_string_4__temperature__C,thrs/pvt-flow-main-string-4,temperature
Fahrenheit,High temp,50001003,,Heat Exchanger,,FH-RX00.5-S3N0-HG-TN-45,Asorpi Thermal,Fahrenheit absorption chiller,,,,,#N/A,,__,,
Consumers,High temp,50001007,,Heat Exchanger,,FH-UX005.5-S3N0-HG-TN-11,Asorpi Thermal,Hot water boosting,,,,,#N/A,,__,,
PVT,High temp,50001018,,Circulation pump PVT 1,pvt-pump-main-fwd,"Stratos Maxo 25/0,5-12",Wilo,,Subject to change,"1 x 230 Vac, 0,3 kW, Modbus",Input,Control mode,no,,pvt_pump_main_fwd__control_mode,thrs/pvt-pump-main-fwd,control-mode
PVT,High temp,50001018,,Circulation pump PVT 1,pvt-pump-main-fwd,"Stratos Maxo 25/0,5-12",Wilo,,Subject to change,"1 x 230 Vac, 0,3 kW, Modbus",Output,Pressure,no,Bar,pvt_pump_main_fwd__pressure__Bar,thrs/pvt-pump-main-fwd,pressure
PVT,High temp,50009006,05,Flowsensor,pvt-flow-main-string-5-1,SM4120,IFM,Via IO-Link,,,Output,Flow,yes,l/min,pvt_flow_main_string_5_1__flow__l_min,thrs/pvt-flow-main-string-5-1,flow
