"electrical_system","io_list","name","mqtt_topic","mqtt_json_path","group","domestic","hvac","system","part_no","additional_info","preferred_mqtt_topic","preferred_mqtt_json_path"
"230V AC - Powertags","AMCS","Toilet Crew Cabin PS Mid Total Active Power","AC DISTR 10P3","$.PT36F01_Total_Active_Power","Domestic","Crew cabins","","","","","power_tag/toilet_crew_cabin_ps_mid","total_reactive_power"
"230V AC - Powertags","AMCS","Toilet Crew Cabin SB Fwd Total Active Power","AC DISTR 10P3","$.PT37F01_Total_Active_Power","Domestic","Crew cabins","","","","","power_tag/toilet_crew_cabin_sb_fwd","total_reactive_power"
"230V AC - Powertags","AMCS","Toilet Crew Cabin PS Fwd Total Active Power","AC DISTR 10P3","$.PT38F01_Total_Active_Power","Domestic","Crew cabins","","","","","power_tag/toilet_crew_cabin_ps_fwd","total_reactive_power"
"230V AC - Powertags","AMCS","Lighting Aft Ship Total Active Power","AC DISTR 10P3","$.PT39F01_Total_Active_Power","Systems","","","Lighting","","","power_tag/lighting_aft_ship","total_reactive_power"
"230V AC - Powertags","AMCS","Lighting Fore Ship (Section 5) Total Active Power","AC DISTR 10P3","$.PT40F01_Total_Active_Power","Systems","","","Lighting","","","power_tag/lighting_fore_ship_section_5","total_reactive_power"
"230V AC - Powertags","AMCS","Lighting Fore Ship (Section 4) Total Active Power","AC DISTR 10P3","$.PT41F01_Total_Active_Power","Systems","","","Lighting","","","power_tag/lighting_fore_ship_section_4","total_reactive_power"
"230V AC - Powertags","AMCS","Spare (Lighting) Total Active Power","AC DISTR 10P3","$.PT42F01_Total_Active_Power","Systems","","","Lighting","","","power_tag/spare_lighting","total_reactive_power"
"230V AC - Powertags","AMCS","Ventilator Fore Peak Total Active Power","AC DISTR 10P3","$.PT51F01_Total_Active_Power","HVAC","","Ventilation","","","","power_tag/ventilator_fore_peak","total_reactive_power"
"230V AC - Powertags","AMCS","Ventilator Bilge Fore Ship Total Active Power","AC DISTR 10P3","$.PT52F01_Total_Active_Power","HVAC","","Ventilation","","","","power_tag/ventilator_bilge_fore_ship","total_reactive_power"
"230V AC - Powertags","AMCS","FCU Guest Fwd Cabin PS Total Active Power","AC DISTR 10P3","$.PT53F01_Total_Active_Power","HVAC","","Fan coil units","","","","power_tag/fcu_guest_fwd_cabin_ps","total_reactive_power"
"230V AC - Powertags","AMCS","FCU Overflow Bathroom Total Active Power","AC DISTR 10P3","$.PT54F01_Total_Active_Power","HVAC","","Fan coil units","","","","power_tag/fcu_overflow_bathroom","total_reactive_power"
"230V AC - Powertags","AMCS","FCU: Laundry Captain Cabin Crew Cabin Mid PS Total Active Power","AC DISTR 10P3","$.PT55F01_Total_Active_Power","HVAC","","Fan coil units","","","","power_tag/fcu_laundry_captain_cabin_crew_cabin_mid_ps","total_reactive_power"
"230V AC - Powertags","AMCS","FCU: Crew Mess Crew Cabin Aft Sb Crew Cabin Mid SB Total Active Power","AC DISTR 10P3","$.PT56F01_Total_Active_Power","HVAC","","Fan coil units","","","","power_tag/fcu_crew_mess_crew_cabin_aft_sb_crew_cabin_mid_sb","total_reactive_power"
"230V AC - Powertags","AMCS","FCU: Crew Cabin Fwd Ps Crew Cabin Fwd SB Total Active Power","AC DISTR 10P3","$.PT57F01_Total_Active_Power","HVAC","","Fan coil units","","","","power_tag/fcu_crew_cabin_fwd_ps_crew_cabin_fwd_sb","total_reactive_power"
"230V AC - Powertags","AMCS","FCU: Main Salon Bar Total Active Power","AC DISTR 10P3","$.PT58F01_Total_Active_Power","HVAC","","Fan coil units","","","","power_tag/fcu_main_salon_bar","total_reactive_power"
"230V AC - Powertags","AMCS","Discharge Pumps-8/9/10 Total Active Power","AC DISTR 10P3","$.PT70F01_Total_Active_Power","Systems","","","Grey water","","","power_tag/discharge_pumps_8_9_10","total_reactive_power"
"230V AC - Powertags","AMCS","Lights Technical Areas - 901JB003 Total Active Power","AC DISTR 10P3","$.PT80F01_Total_Active_Power","Systems","","","Lighting","","","power_tag/lights_technical_areas_901jb003","total_reactive_power"
"230V AC - Powertags","AMCS","Lights Technical Areas - EMP109 Total Active Power","AC DISTR 10P3","$.PT81F01_Total_Active_Power","Systems","","","Lighting","","","power_tag/lights_technical_areas_emp109","total_reactive_power"
"230V AC - Powertags","AMCS","Outlets Crew Cabin 1 - EMP101 Total Active Power","AC DISTR 10P3","$.PT82F01_Total_Active_Power","Domestic","Crew cabins","","","","","power_tag/outlets_crew_cabin_1_emp101","total_reactive_power"
"230V AC - Powertags","AMCS","Outlets Crew Cabin 2 - EMP102 Total Active Power","AC DISTR 10P3","$.PT83F01_Total_Active_Power","Domestic","Crew cabins","","","","","power_tag/outlets_crew_cabin_2_emp102","total_reactive_power"
"230V AC - Powertags","AMCS","Outlets Crew Cabin 3 - EMP103 Total Active Power","AC DISTR 10P3","$.PT84F01_Total_Active_Power","Domestic","Crew cabins","","","","","power_tag/outlets_crew_cabin_3_emp103","total_reactive_power"
"230V AC - Powertags","AMCS","Outlets Crew Cabin 4 - EMP104 Total Active Power","AC DISTR 10P3","$.PT85F01_Total_Active_Power","Domestic","Crew cabins","","","","","power_tag/outlets_crew_cabin_4_emp104","total_reactive_power"
"230V AC - Powertags","AMCS","Outlets Captains Cabin - EMP105 Total Active Power","AC DISTR 10P3","$.PT86F01_Total_Active_Power","Domestic","Crew cabins","","","","","power_tag/outlets_captains_cabin_emp105","total_reactive_power"
"230V AC - Powertags","AMCS","Outlets Crew Cabin 5 - EMP106 Total Active Power","AC DISTR 10P3","$.PT87F01_Total_Active_Power","Domestic","Crew cabins","","","","","power_tag/outlets_crew_cabin_5_emp106","total_reactive_power"
"230V AC - Powertags","AMCS","Outlets Laundry - EMP108 Total Active Power","AC DISTR 10P3","$.PT88F01_Total_Active_Power","Domestic","Laundry","","","","","power_tag/outlets_laundry_emp108","total_reactive_power"
"230V AC - Powertags","AMCS","Outlets Crew Lounge - EMP108 Total Active Power","AC DISTR 10P3","$.PT89F01_Total_Active_Power","Domestic","Crew","","","","","power_tag/outlets_crew_lounge_emp108","total_reactive_power"
"230V AC - Powertags","AMCS","Outlets Crew Mess - EMP109 Total Active Power","AC DISTR 10P3","$.PT90F01_Total_Active_Power","Domestic","Crew","","","","","power_tag/outlets_crew_mess_emp109","total_reactive_power"
"230V AC - Powertags","AMCS","Outlets Guest Cabin 1 - EMP112 Total Active Power","AC DISTR 10P3","$.PT91F01_Total_Active_Power","Domestic","Guest cabins","","","","","power_tag/outlets_guest_cabin_1_emp112","total_reactive_power"
"230V AC - Powertags","AMCS","Outlets Dining - EMP202 Total Active Power","AC DISTR 10P3","$.PT92F01_Total_Active_Power","Domestic","Guest area","","","","","power_tag/outlets_dining_emp202","total_reactive_power"
"230V AC - Powertags","AMCS","Outlets Salon - EMP201 Total Active Power","AC DISTR 10P3","$.PT93F01_Total_Active_Power","Domestic","Guest area","","","","","power_tag/outlets_salon_emp201","total_reactive_power"
"230V AC - Powertags","AMCS","EMP110 Total Active Power","AC DISTR 10P3","$.PT94F01_Total_Active_Power","Systems","","","Other","","Lighting and sockets","power_tag/emp110","total_reactive_power"
"230V AC - Powertags","AMCS","EMP113 Total Active Power","AC DISTR 10P3","$.PT95F01_Total_Active_Power","Systems","","","Other","","Lighting","power_tag/emp113","total_reactive_power"
"230V AC - Powertags","AMCS","Spare Total Active Power","AC DISTR 10P3","$.PT97F01_Total_Active_Power","","","","","","","power_tag/spare","total_reactive_power"
"230V AC - Powertags","AMCS","KNX Supply Total Active Power","AC DISTR 10P3","$.PT98F01_Total_Active_Power","Domestic","KNX","","","","","power_tag/knx_supply","total_reactive_power"
"230V AC - Powertags","AMCS","AV System Supply #2 Total Active Power","AC DISTR 10P3","$.PT99F01_Total_Active_Power","Domestic","Guest area","","","","","power_tag/av_system_supply_2","total_reactive_power"
"230V AC - Powertags","AMCS","Discharge Pump Captain/Laundry Total Active Power","AC DISTR 10P3","$.PT111F01_Total_Active_Power","Systems","","","Grey water","","","power_tag/discharge_pump_captain_laundry","total_reactive_power"
"230V AC - Powertags","AMCS","AHU2000T Crew Messroom Total Active Power","AC DISTR 10P3","$.PT59Q01_Total_Active_Power","HVAC","","Air handling units","","","","power_tag/ahu2000t_crew_messroom","total_reactive_power"
"uGrid - HV DC/AC converters","PMS","AC Grid Dynamic converter PS Total Active Power","450000 DYNAMIC CONV PS","$.10P0.1 TotalActivePower","Systems","","","Other","","","power_tag/ac_grid_dynamic_converter_ps","total_reactive_power"
"uGrid - HV DC/AC converters","PMS","AC Grid Dynamic converter SB Total Active Power","450000 DYNAMIC CONV SB","$.10P0.3 TotalActivePower","Systems","","","Other","","","power_tag/ac_grid_dynamic_converter_sb","total_reactive_power"
"24V DC - Control systems","AMCS","","","","Systems","","","Technical","","","power_tag/","total_reactive_power"
"48V DC - Lighting","AMCS","","","","Domestic","","","","","","power_tag/","total_reactive_power"
"48V DC - Lighting","AMCS","","","","Systems","","","","","","power_tag/","total_reactive_power"
"350V DC - Lighting / USB sockets","AMCS","","","","Domestic","","","","","","power_tag/","total_reactive_power"
"350V DC - Lighting / USB sockets","AMCS","","","","Systems","","","","","","power_tag/","total_reactive_power"
"Propulsion - Thrusters / drives","PMS","","","","Propulsion","","","","","","power_tag/","total_reactive_power"
"Batteries - Brightloops","PMS","","","","Batteries","","","","","","power_tag/","total_reactive_power"
"Batteries - Junction boxes / BMS master","PMS","","","","Batteries","","","","","","power_tag/","total_reactive_power"
"Winches - Aradex","PMS","","","","Systems","","","Technical","","","power_tag/","total_reactive_power"
"Solar power - Solar converters","PMS","","","","Solar","","","","","","power_tag/","total_reactive_power"
"Hydrogeneration - Thrusters","PMS","","","","Hydrogeneration","","","","","","power_tag/","total_reactive_power"
"Shore power - AC/DC converters","PMS","","","","Shore","","","","","","power_tag/","total_reactive_power"
