Technical name (Loads app),value,Calculation ID,result column label,tws,twa
mizzen-outhaul-relative-position,-0.010000,LC35_ B_FM_FMZ_MZSS_TWA115_TWS26_RMMax_20240411,Trimming value (N or m) - FSIC trimmings,26.0,-84.6
mizzen-cunningham-stroke,10000.0,LC35_ B_FM_FMZ_MZSS_TWA115_TWS26_RMMax_20240411,Trimming value (N or m) - FSIC trimmings,26.0,-84.6
blade-cunningham-relative-position,"",LC35_ B_FM_FMZ_MZSS_TWA115_TWS26_RMMax_20240411,Trimming value (N or m) - FSIC trimmings,26.0,-84.6
mizzen-headsail-tack-adjuster-relative-position,-0.100000,LC35_ B_FM_FMZ_MZSS_TWA115_TWS26_RMMax_20240411,Trimming value (N or m) - FSIC trimmings,26.0,-84.6
blade-adjuster-relative-position,"",LC35_ B_FM_FMZ_MZSS_TWA115_TWS26_RMMax_20240411,Trimming value (N or m) - FSIC trimmings,26.0,-84.6
main-traveller-relative-position,2.850000,FM B Rchng,Trimming value (N or m) - FSIC trimmings,22.0,-90.0
main-traveller-relative-position,1000.0,FM B Rchng,Trimming value (N or m) - FSIC trimmings,22.0,-90.0
main-vang-relative-position,100.0,FM B Rchng,Trimming value (N or m) - FSIC trimmings,22.0,-90.0
main-outhaul-relative-position,-0.050000,FM B Rchng,Trimming value (N or m) - FSIC trimmings,22.0,-90.0
mizzen-vang-relative-position,"",FM B Rchng,Trimming value (N or m) - FSIC trimmings,22.0,-90.0
blade-tweaker-sb-relative-position,-0.150000,FM B Rchng,Trimming value (N or m) - FSIC trimmings,22.0,-90.0
blade-tweaker-ps-relative-position,-0.150000,FM B Rchng,Trimming value (N or m) - FSIC trimmings,22.0,-90.0
main-cunningham-stroke,50000.0,FM B Rchng,Trimming value (N or m) - FSIC trimmings,22.0,-90.0
blade-cunningham-relative-position,"",FM B Rchng,Trimming value (N or m) - FSIC trimmings,22.0,-90.0
blade-adjuster-relative-position,"",FM B Rchng,Trimming value (N or m) - FSIC trimmings,22.0,-90.0
blade-adjuster-relative-position,"",LC20_ MH0_FM_FMZ_ TWA110_TWS12_RM15_NoRunner_20240630,Trimming value (N or m) - FSIC trimmings,12.0,-84.1
mizzen-vang-relative-position,0.015000,LC20_ MH0_FM_FMZ_ TWA110_TWS12_RM15_NoRunner_20240630,Trimming value (N or m) - FSIC trimmings,12.0,-84.1
main-traveller-relative-position,2.000000,LC20_ MH0_FM_FMZ_ TWA110_TWS12_RM15_NoRunner_20240630,Trimming value (N or m) - FSIC trimmings,12.0,-84.1
main-traveller-relative-position,100.0,LC20_ MH0_FM_FMZ_ TWA110_TWS12_RM15_NoRunner_20240630,Trimming value (N or m) - FSIC trimmings,12.0,-84.1
main-vang-relative-position,550000.0,LC20_ MH0_FM_FMZ_ TWA110_TWS12_RM15_NoRunner_20240630,Trimming value (N or m) - FSIC trimmings,12.0,-84.1
main-outhaul-relative-position,-0.065000,LC20_ MH0_FM_FMZ_ TWA110_TWS12_RM15_NoRunner_20240630,Trimming value (N or m) - FSIC trimmings,12.0,-84.1
main-cunningham-stroke,20000.0,LC20_ MH0_FM_FMZ_ TWA110_TWS12_RM15_NoRunner_20240630,Trimming value (N or m) - FSIC trimmings,12.0,-84.1
mizzen-outhaul-relative-position,-0.030000,LC20_ MH0_FM_FMZ_ TWA110_TWS12_RM15_NoRunner_20240630,Trimming value (N or m) - FSIC trimmings,12.0,-84.1
mizzen-cunningham-stroke,15000.0,LC20_ MH0_FM_FMZ_ TWA110_TWS12_RM15_NoRunner_20240630,Trimming value (N or m) - FSIC trimmings,12.0,-84.1
code-zero-tack-relative-position,0.050000,LC20_ MH0_FM_FMZ_ TWA110_TWS12_RM15_NoRunner_20240630,Trimming value (N or m) - FSIC trimmings,12.0,-84.1
