module,folder,instanceKey,componentType,title,tooltipTitle,tooltipComponentType,tooltipTechnicalName,slotId,slotLabel,kind,valueKind,fieldType,fieldName,sourceModule,customTitle,customYardTag,customTechnicalName,literalValue,refTarget,pidType,pidControllerField,pidSetpointField,pidOutputMinimumField,notes
thrusters,mix-valves,1091-02,ThreeWaySwitchValve,Switch Fwd,Mix valve,Mix valve,,source,Source,source,field,sensor:valve,thrustersSwitchFwd,thrusters,,,,,,,,,,
thrusters,mix-valves,1214-01,MixValve,Mix Exchanger,Mix valve,Mix valve,,controllerState.controller,Controller › controller,controllerState,field,pidController,thrustersHeatDumpController,thrusters,,,,,,,,,,
thrusters,mix-valves,1214-01,MixValve,Mix Exchanger,Mix valve,Mix valve,,controls.valve,controls › valve,controls,field,control:valve,thrustersMixExchanger,thrusters,,,,,,,,,,
thrusters,mix-valves,1214-01,MixValve,Mix Exchanger,Mix valve,Mix valve,,source,Source,source,field,sensor:valve,thrustersMixExchanger,thrusters,,,,,,,,,,
thrusters,pressure-sensors,1095-01,PressureGauge,,Manual Pressure Sensor,,,source,Source,source,custom,,,thrusters,,1095-01,manual-pressure-sensor-1095-01,,,,,,,
thrusters,pressure-sensors,1097-01,PressureSensor,Pressure Discharge,Pressure sensor,Pressure sensor,,controls.pump,controls › pump,controls,field,control:pump,thrustersPump1,thrusters,,,,,,,,,,
thrusters,pressure-sensors,1097-01,PressureSensor,Pressure Discharge,Pressure sensor,Pressure sensor,,parameters.flow,parameters › flow,parameters,field,parameter:flow,thrustersMinimumFlow,thrusters,,,,,,,,,,
thrusters,pressure-sensors,1097-01,PressureSensor,Pressure Discharge,Pressure sensor,Pressure sensor,,sensors.flow,sensors › flow,sensors,field,sensor:flow,thrustersFlowAft,thrusters,,,,,,,,,,
thrusters,pressure-sensors,1097-01,PressureSensor,Pressure Discharge,Pressure sensor,Pressure sensor,,source,Source,source,field,sensor:pressure,thrustersPressureDischarge,thrusters,,,,,,,,,,
thrusters,pressure-sensors,1097-02,PressureSensor,Pressure System,Pressure sensor,Pressure sensor,,controls.pump,controls › pump,controls,field,control:pump,thrustersPump2,thrusters,,,,,,,,,,
thrusters,pressure-sensors,1097-02,PressureSensor,Pressure System,Pressure sensor,Pressure sensor,,parameters.flow,parameters › flow,parameters,field,parameter:flow,thrustersMaximumFlow,thrusters,,,,,,,,,,
thrusters,pressure-sensors,1097-02,PressureSensor,Pressure System,Pressure sensor,Pressure sensor,,sensors.flow,sensors › flow,sensors,field,sensor:flow,thrustersFlowFwd,thrusters,,,,,,,,,,
thrusters,pressure-sensors,1097-02,PressureSensor,Pressure System,Pressure sensor,Pressure sensor,,source,Source,source,field,sensor:pressure,thrustersPressureSystem,thrusters,,,,,,,,,,
thrusters,pumps,1194,Pump,Pump1,Pump,Thrusters circulation pump AFT,,controls.pump,controls › pump,controls,field,control:pump,thrustersPump1,thrusters,,,,,,,,,,
thrusters,pumps,1194,Pump,Pump1,Pump,Thrusters circulation pump AFT,,custom.flowController,Custom › flowController,custom,ref,,,,,,,,pumpController,flow,thrustersPumpController,,,
thrusters,pumps,1194,Pump,Pump1,Pump,Thrusters circulation pump AFT,,parameters.flow,parameters › flow,parameters,field,parameter:flow,thrustersMinimumFlow,thrusters,,,,,,,,,,
thrusters,pumps,1194,Pump,Pump1,Pump,Thrusters circulation pump AFT,,parameters.temperature,parameters › temperature,parameters,field,parameter:temperature,recoveryTemperature,thrusters,,,,,,,,,,
thrusters,pumps,1194,Pump,Pump1,Pump,Thrusters circulation pump AFT,,source,Source,source,field,sensor:pump,thrustersPump1,thrusters,,,,,,,,,,
thrusters,pumps,1195,Pump,Pump2,Pump,Thrusters circulation pump FWD,,controls.pump,controls › pump,controls,field,control:pump,thrustersPump2,thrusters,,,,,,,,,,
thrusters,pumps,1195,Pump,Pump2,Pump,Thrusters circulation pump FWD,,custom.flowController,Custom › flowController,custom,ref,,,,,,,,pumpController,flow,thrustersPumpController,,,
thrusters,pumps,1195,Pump,Pump2,Pump,Thrusters circulation pump FWD,,parameters.flow,parameters › flow,parameters,field,parameter:flow,thrustersMaximumFlow,thrusters,,,,,,,,,,
thrusters,pumps,1195,Pump,Pump2,Pump,Thrusters circulation pump FWD,,parameters.temperature,parameters › temperature,parameters,field,parameter:temperature,maximumSupplyTemperature,thrusters,,,,,,,,,,
thrusters,pumps,1195,Pump,Pump2,Pump,Thrusters circulation pump FWD,,source,Source,source,field,sensor:pump,thrustersPump2,thrusters,,,,,,,,,,
thrusters,switch-valves,1066-03,SwitchValve,Switch Recovery,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,thrustersSwitchRecovery,thrusters,,,,,,,,,,
thrusters,switch-valves,1066-03,SwitchValve,Switch Recovery,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,thrustersSwitchRecovery,thrusters,,,,,,,,,,
thrusters,switch-valves,1091-01,SwitchValve,Switch Aft,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,thrustersSwitchAft,thrusters,,,,,,,,,,
thrusters,switch-valves,1091-01,SwitchValve,Switch Aft,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,thrustersSwitchAft,thrusters,,,,,,,,,,
thrusters,switch-valves,1091-02,SwitchValve,Switch Fwd,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,thrustersSwitchFwd,thrusters,,,,,,,,,,
thrusters,switch-valves,1091-02,SwitchValve,Switch Fwd,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,thrustersSwitchFwd,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-01,TemperatureSensor,Temperature Aft,Temperature sensor,Temperature sensor,,controls.pump,controls › pump,controls,field,control:pump,thrustersPump1,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-01,TemperatureSensor,Temperature Aft,Temperature sensor,Temperature sensor,,parameters.temperature,parameters › temperature,parameters,field,parameter:temperature,warmupTemperature,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-01,TemperatureSensor,Temperature Aft,Temperature sensor,Temperature sensor,,sensors.measurement,sensors › measurement,sensors,field,sensor:temperature,thrustersTemperatureAft,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-01,TemperatureSensor,Temperature Aft,Temperature sensor,Temperature sensor,,source,Source,source,field,sensor:temperature,thrustersTemperatureAft,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-02,TemperatureSensor,Temperature Fwd,Temperature sensor,Temperature sensor,,controllerState.controller,Controller › controller,controllerState,ref,,,,,,,,fwdRecoveryTemperatureController,temperature,thrustersFwdRecoveryTemperatureController,recoveryTemperature,,
thrusters,temperature-sensors,1038-02,TemperatureSensor,Temperature Fwd,Temperature sensor,Temperature sensor,,controls.pump,controls › pump,controls,field,control:pump,thrustersPump2,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-02,TemperatureSensor,Temperature Fwd,Temperature sensor,Temperature sensor,,parameters.temperature,parameters › temperature,parameters,field,parameter:temperature,coolingTemperature,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-02,TemperatureSensor,Temperature Fwd,Temperature sensor,Temperature sensor,,sensors.measurement,sensors › measurement,sensors,field,sensor:temperature,thrustersTemperatureFwd,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-02,TemperatureSensor,Temperature Fwd,Temperature sensor,Temperature sensor,,source,Source,source,field,sensor:temperature,thrustersTemperatureFwd,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-28,TemperatureSensor,Temperature Supply,Temperature sensor,Temperature sensor,,controls.pump,controls › pump,controls,field,control:pump,thrustersPump2,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-28,TemperatureSensor,Temperature Supply,Temperature sensor,Temperature sensor,,parameters.temperature,parameters › temperature,parameters,field,parameter:temperature,maximumSupplyTemperature,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-28,TemperatureSensor,Temperature Supply,Temperature sensor,Temperature sensor,,sensors.measurement,sensors › measurement,sensors,field,sensor:temperature,thrustersTemperatureSupply,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-28,TemperatureSensor,Temperature Supply,Temperature sensor,Temperature sensor,,source,Source,source,field,sensor:temperature,thrustersTemperatureSupply,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-30,TemperatureSensor,Temperature Recovery Mix,Temperature sensor,Temperature sensor,,controls.pump,controls › pump,controls,field,control:pump,thrustersPump1,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-30,TemperatureSensor,Temperature Recovery Mix,Temperature sensor,Temperature sensor,,parameters.temperature,parameters › temperature,parameters,field,parameter:temperature,recoveryTemperature,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-30,TemperatureSensor,Temperature Recovery Mix,Temperature sensor,Temperature sensor,,sensors.measurement,sensors › measurement,sensors,field,sensor:temperature,thrustersTemperatureRecoveryMix,thrusters,,,,,,,,,,
thrusters,temperature-sensors,1038-30,TemperatureSensor,Temperature Recovery Mix,Temperature sensor,Temperature sensor,,source,Source,source,field,sensor:temperature,thrustersTemperatureRecoveryMix,thrusters,,,,,,,,,,
