module,folder,key,title,componentType,typeLabel,slotId,slotLabel,kind,valueKind,allowedFieldTypes,required,value,srcTitle,srcYardTag,notes
dhw,pressure-sensors,1097-11,Pressure,PressureSensor,Pressure sensor,sensors.flow,sensors › flow,sensors,,sensor:flow,false,,,,
dhw,pumps,1022,Pump,Pump,Pump,source,Source,source,,sensor:pump,true,dhwPump,,,
dhw,pumps,1022,Pump,Pump,Pump,controls.pump,controls › pump,controls,,control:pump,true,dhwPump,,,
dhw,pumps,1022,Pump,Pump,Pump,custom.flowController,Custom › flowController,custom,controllerRef,,true,@controller:pumpFlowController,,,
dhw,pumps,1022,Pump,Pump,Pump,custom.temperatureController,Custom › temperatureController,custom,controllerRef,,false,@controller:pumpTemperatureController,,,
dhw,pumps,1022,Pump,Pump,Pump,parameters.flow,parameters › flow,parameters,,parameter:flow,false,heatpumpFlowSetpoint,,,
dhw,pumps,1022,Pump,Pump,Pump,parameters.temperature,parameters › temperature,parameters,,parameter:temperature,false,heatpumpTemperatureSetpoint,,,
dhw,switch-valves,1067-03,Switch Tank3 Inlet,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchTank3Inlet,,,
dhw,switch-valves,1067-03,Switch Tank3 Inlet,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchTank3Inlet,,,
dhw,switch-valves,1067-03,Switch Tank3 Inlet,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,customSource,,false,@instance:1055,,,
dhw,switch-valves,1067-04,Switch Tank3 Boosting Return,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchTank3BoostingReturn,,,
dhw,switch-valves,1067-04,Switch Tank3 Boosting Return,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchTank3BoostingReturn,,,
dhw,switch-valves,1067-04,Switch Tank3 Boosting Return,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,customSource,,false,@instance:1055,,,
dhw,switch-valves,1067-05,Switch Tank3 Outlet,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchTank3Outlet,,,
dhw,switch-valves,1067-05,Switch Tank3 Outlet,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchTank3Outlet,,,
dhw,switch-valves,1067-05,Switch Tank3 Outlet,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,customSource,,false,@instance:1055,,,
dhw,switch-valves,1067-06,Switch Tank3 Boosting Supply,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchTank3BoostingSupply,,,
dhw,switch-valves,1067-06,Switch Tank3 Boosting Supply,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchTank3BoostingSupply,,,
dhw,switch-valves,1067-06,Switch Tank3 Boosting Supply,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,customSource,,false,@instance:1055,,,
dhw,switch-valves,1067-07,Switch Tank2 Inlet,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchTank2Inlet,,,
dhw,switch-valves,1067-07,Switch Tank2 Inlet,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchTank2Inlet,,,
dhw,switch-valves,1067-07,Switch Tank2 Inlet,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,customSource,,false,@instance:1054,,,
dhw,switch-valves,1067-08,Switch Tank2 Boosting Return,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchTank2BoostingReturn,,,
dhw,switch-valves,1067-08,Switch Tank2 Boosting Return,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchTank2BoostingReturn,,,
dhw,switch-valves,1067-08,Switch Tank2 Boosting Return,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,customSource,,false,@instance:1054,,,
dhw,switch-valves,1067-09,Switch Tank2 Outlet,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchTank2Outlet,,,
dhw,switch-valves,1067-09,Switch Tank2 Outlet,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchTank2Outlet,,,
dhw,switch-valves,1067-09,Switch Tank2 Outlet,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,customSource,,false,@instance:1054,,,
dhw,switch-valves,1067-10,Switch Tank2 Boosting Supply,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchTank2BoostingSupply,,,
dhw,switch-valves,1067-10,Switch Tank2 Boosting Supply,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchTank2BoostingSupply,,,
dhw,switch-valves,1067-10,Switch Tank2 Boosting Supply,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,customSource,,false,@instance:1054,,,
dhw,switch-valves,1067-11,Switch Tank1 Inlet,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchTank1Inlet,,,
dhw,switch-valves,1067-11,Switch Tank1 Inlet,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchTank1Inlet,,,
dhw,switch-valves,1067-11,Switch Tank1 Inlet,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,customSource,,false,@instance:1053,,,
dhw,switch-valves,1067-12,Switch Tank1 Boosting Return,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchTank1BoostingReturn,,,
dhw,switch-valves,1067-12,Switch Tank1 Boosting Return,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchTank1BoostingReturn,,,
dhw,switch-valves,1067-12,Switch Tank1 Boosting Return,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,customSource,,false,@instance:1053,,,
dhw,switch-valves,1067-13,Switch Tank1 Outlet,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchTank1Outlet,,,
dhw,switch-valves,1067-13,Switch Tank1 Outlet,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchTank1Outlet,,,
dhw,switch-valves,1067-13,Switch Tank1 Outlet,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,customSource,,false,@instance:1053,,,
dhw,switch-valves,1067-14,Switch Tank1 Boosting Supply,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchTank1BoostingSupply,,,
dhw,switch-valves,1067-14,Switch Tank1 Boosting Supply,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchTank1BoostingSupply,,,
dhw,switch-valves,1067-14,Switch Tank1 Boosting Supply,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,customSource,,false,@instance:1053,,,
dhw,switch-valves,1067-16,Switch Low Temperature,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchLowTemperature,,,
dhw,switch-valves,1067-16,Switch Low Temperature,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchLowTemperature,,,
dhw,switch-valves,1067-16,Switch Low Temperature,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,,,false,,,,
dhw,switch-valves,1067-17,Switch Heatpump,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchHeatpump,,,
dhw,switch-valves,1067-17,Switch Heatpump,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchHeatpump,,,
dhw,switch-valves,1067-17,Switch Heatpump,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,,,false,,,,
dhw,switch-valves,1067-18,Switch High Temperature,SwitchValve,Switch valve,source,Source,source,,sensor:valve,true,dhwSwitchHighTemperature,,,
dhw,switch-valves,1067-18,Switch High Temperature,SwitchValve,Switch valve,controls.valve,controls › valve,controls,,control:valve,true,dhwSwitchHighTemperature,,,
dhw,switch-valves,1067-18,Switch High Temperature,SwitchValve,Switch valve,custom.tankController,Custom › tankController,custom,,,false,,,,
dhw,temperature-sensors,1038-25,Temperature Hvac Exchanger Return,TemperatureSensor,Temperature sensor,source,Source,source,,sensor:temperature,true,dhwTemperatureHvacExchangerReturn,,,
dhw,temperature-sensors,1038-25,Temperature Hvac Exchanger Return,TemperatureSensor,Temperature sensor,custom.controller,Custom › controller,custom,controllerRef,,false,@controller:dcFlowController,,,
dhw,temperature-sensors,1038-25,Temperature Hvac Exchanger Return,TemperatureSensor,Temperature sensor,controllerState.controller,Controller › controller,controllerState,,pidController,false,,,,
dhw,temperature-sensors,1038-25,Temperature Hvac Exchanger Return,TemperatureSensor,Temperature sensor,controls.pump,controls › pump,controls,,control:pump,false,,,,
dhw,temperature-sensors,1038-25,Temperature Hvac Exchanger Return,TemperatureSensor,Temperature sensor,parameters.temperature,parameters › temperature,parameters,,parameter:temperature,false,,,,
dhw,temperature-sensors,1038-25,Temperature Hvac Exchanger Return,TemperatureSensor,Temperature sensor,sensors.measurement,sensors › measurement,sensors,,sensor:flow;sensor:temperature,false,,,,
dhw,temperature-sensors,1038-25,Temperature Hvac Exchanger Return,TemperatureSensor,Temperature sensor,sensors.actuator,sensors › actuator,sensors,,sensor:valve,false,,,,
dhw,temperature-sensors,1038-26,Temperature Dc Return,TemperatureSensor,Temperature sensor,source,Source,source,,sensor:temperature,true,dhwTemperatureDcReturn,,,
dhw,temperature-sensors,1038-26,Temperature Dc Return,TemperatureSensor,Temperature sensor,custom.controller,Custom › controller,custom,controllerRef,,false,@controller:dcFlowController,,,
dhw,temperature-sensors,1038-26,Temperature Dc Return,TemperatureSensor,Temperature sensor,controllerState.controller,Controller › controller,controllerState,,pidController,false,,,,
dhw,temperature-sensors,1038-26,Temperature Dc Return,TemperatureSensor,Temperature sensor,controls.pump,controls › pump,controls,,control:pump,false,,,,
dhw,temperature-sensors,1038-26,Temperature Dc Return,TemperatureSensor,Temperature sensor,parameters.temperature,parameters › temperature,parameters,,parameter:temperature,false,,,,
dhw,temperature-sensors,1038-26,Temperature Dc Return,TemperatureSensor,Temperature sensor,sensors.measurement,sensors › measurement,sensors,,sensor:flow;sensor:temperature,false,,,,
dhw,temperature-sensors,1038-26,Temperature Dc Return,TemperatureSensor,Temperature sensor,sensors.actuator,sensors › actuator,sensors,,sensor:valve,false,,,,
dhw,temperature-sensors,1038-27,Temperature Tank3,TemperatureSensor,Temperature sensor,source,Source,source,,sensor:temperature,true,dhwTemperatureTank3,,,
dhw,temperature-sensors,1038-27,Temperature Tank3,TemperatureSensor,Temperature sensor,custom.controller,Custom › controller,custom,,,false,,,,
dhw,temperature-sensors,1038-27,Temperature Tank3,TemperatureSensor,Temperature sensor,controllerState.controller,Controller › controller,controllerState,,pidController,false,,,,
dhw,temperature-sensors,1038-27,Temperature Tank3,TemperatureSensor,Temperature sensor,controls.pump,controls › pump,controls,,control:pump,false,,,,
dhw,temperature-sensors,1038-27,Temperature Tank3,TemperatureSensor,Temperature sensor,parameters.temperature,parameters › temperature,parameters,,parameter:temperature,false,,,,
dhw,temperature-sensors,1038-27,Temperature Tank3,TemperatureSensor,Temperature sensor,sensors.measurement,sensors › measurement,sensors,,sensor:flow;sensor:temperature,false,,,,
dhw,temperature-sensors,1038-27,Temperature Tank3,TemperatureSensor,Temperature sensor,sensors.actuator,sensors › actuator,sensors,,sensor:valve,false,,,,
dhw,temperature-sensors,1038-44,Temperature Tank2,TemperatureSensor,Temperature sensor,source,Source,source,,sensor:temperature,true,dhwTemperatureTank2,,,
dhw,temperature-sensors,1038-44,Temperature Tank2,TemperatureSensor,Temperature sensor,custom.controller,Custom › controller,custom,,,false,,,,
dhw,temperature-sensors,1038-44,Temperature Tank2,TemperatureSensor,Temperature sensor,controllerState.controller,Controller › controller,controllerState,,pidController,false,,,,
dhw,temperature-sensors,1038-44,Temperature Tank2,TemperatureSensor,Temperature sensor,controls.pump,controls › pump,controls,,control:pump,false,,,,
dhw,temperature-sensors,1038-44,Temperature Tank2,TemperatureSensor,Temperature sensor,parameters.temperature,parameters › temperature,parameters,,parameter:temperature,false,,,,
dhw,temperature-sensors,1038-44,Temperature Tank2,TemperatureSensor,Temperature sensor,sensors.measurement,sensors › measurement,sensors,,sensor:flow;sensor:temperature,false,,,,
dhw,temperature-sensors,1038-44,Temperature Tank2,TemperatureSensor,Temperature sensor,sensors.actuator,sensors › actuator,sensors,,sensor:valve,false,,,,
dhw,temperature-sensors,1038-45,Temperature Tank1,TemperatureSensor,Temperature sensor,source,Source,source,,sensor:temperature,true,dhwTemperatureTank1,,,
dhw,temperature-sensors,1038-45,Temperature Tank1,TemperatureSensor,Temperature sensor,custom.controller,Custom › controller,custom,,,false,,,,
dhw,temperature-sensors,1038-45,Temperature Tank1,TemperatureSensor,Temperature sensor,controllerState.controller,Controller › controller,controllerState,,pidController,false,,,,
dhw,temperature-sensors,1038-45,Temperature Tank1,TemperatureSensor,Temperature sensor,controls.pump,controls › pump,controls,,control:pump,false,,,,
dhw,temperature-sensors,1038-45,Temperature Tank1,TemperatureSensor,Temperature sensor,parameters.temperature,parameters › temperature,parameters,,parameter:temperature,false,,,,
dhw,temperature-sensors,1038-45,Temperature Tank1,TemperatureSensor,Temperature sensor,sensors.measurement,sensors › measurement,sensors,,sensor:flow;sensor:temperature,false,,,,
dhw,temperature-sensors,1038-45,Temperature Tank1,TemperatureSensor,Temperature sensor,sensors.actuator,sensors › actuator,sensors,,sensor:valve,false,,,,
dhw,temperature-sensors,1038-46,Temperature Drives Return,TemperatureSensor,Temperature sensor,source,Source,source,,sensor:temperature,true,dhwTemperatureDrivesReturn,,,
dhw,temperature-sensors,1038-46,Temperature Drives Return,TemperatureSensor,Temperature sensor,custom.controller,Custom › controller,custom,controllerRef,,false,@controller:drivesFlowController,,,
dhw,temperature-sensors,1038-46,Temperature Drives Return,TemperatureSensor,Temperature sensor,controllerState.controller,Controller › controller,controllerState,,pidController,false,,,,
dhw,temperature-sensors,1038-46,Temperature Drives Return,TemperatureSensor,Temperature sensor,controls.pump,controls › pump,controls,,control:pump,false,,,,
dhw,temperature-sensors,1038-46,Temperature Drives Return,TemperatureSensor,Temperature sensor,parameters.temperature,parameters › temperature,parameters,,parameter:temperature,false,,,,
dhw,temperature-sensors,1038-46,Temperature Drives Return,TemperatureSensor,Temperature sensor,sensors.measurement,sensors › measurement,sensors,,sensor:flow;sensor:temperature,false,,,,
dhw,temperature-sensors,1038-46,Temperature Drives Return,TemperatureSensor,Temperature sensor,sensors.actuator,sensors › actuator,sensors,,sensor:valve,false,dhwFlowcontrolDrives,,,
dhw,temperature-sensors,1038-47,Temperature Freshwater Supply,TemperatureSensor,Temperature sensor,source,Source,source,,sensor:temperature,true,dhwTemperatureFreshwaterSupply,,,
dhw,temperature-sensors,1038-47,Temperature Freshwater Supply,TemperatureSensor,Temperature sensor,custom.controller,Custom › controller,custom,,,false,,,,
dhw,temperature-sensors,1038-47,Temperature Freshwater Supply,TemperatureSensor,Temperature sensor,controllerState.controller,Controller › controller,controllerState,,pidController,false,,,,
dhw,temperature-sensors,1038-47,Temperature Freshwater Supply,TemperatureSensor,Temperature sensor,controls.pump,controls › pump,controls,,control:pump,false,,,,
dhw,temperature-sensors,1038-47,Temperature Freshwater Supply,TemperatureSensor,Temperature sensor,parameters.temperature,parameters › temperature,parameters,,parameter:temperature,false,,,,
dhw,temperature-sensors,1038-47,Temperature Freshwater Supply,TemperatureSensor,Temperature sensor,sensors.measurement,sensors › measurement,sensors,,sensor:flow;sensor:temperature,false,,,,
dhw,temperature-sensors,1038-47,Temperature Freshwater Supply,TemperatureSensor,Temperature sensor,sensors.actuator,sensors › actuator,sensors,,sensor:valve,false,,,,
dhw,temperature-sensors,1038-51,Temperature Adsorption Return,TemperatureSensor,Temperature sensor,source,Source,source,,sensor:temperature,true,dhwTemperatureAdsorptionReturn,,,
dhw,temperature-sensors,1038-51,Temperature Adsorption Return,TemperatureSensor,Temperature sensor,custom.controller,Custom › controller,custom,controllerRef,,false,@controller:dcFlowController,,,
dhw,temperature-sensors,1038-51,Temperature Adsorption Return,TemperatureSensor,Temperature sensor,controllerState.controller,Controller › controller,controllerState,,pidController,false,,,,
dhw,temperature-sensors,1038-51,Temperature Adsorption Return,TemperatureSensor,Temperature sensor,controls.pump,controls › pump,controls,,control:pump,false,,,,
dhw,temperature-sensors,1038-51,Temperature Adsorption Return,TemperatureSensor,Temperature sensor,parameters.temperature,parameters › temperature,parameters,,parameter:temperature,false,,,,
dhw,temperature-sensors,1038-51,Temperature Adsorption Return,TemperatureSensor,Temperature sensor,sensors.measurement,sensors › measurement,sensors,,sensor:flow;sensor:temperature,false,,,,
dhw,temperature-sensors,1038-51,Temperature Adsorption Return,TemperatureSensor,Temperature sensor,sensors.actuator,sensors › actuator,sensors,,sensor:valve,false,dhwFlowcontrolDc,,,
dhw,temperature-sensors,1038-65,Temperature Boosting Return,TemperatureSensor,Temperature sensor,source,Source,source,,sensor:temperature,true,dhwTemperatureBoostingReturn,,,
dhw,temperature-sensors,1038-65,Temperature Boosting Return,TemperatureSensor,Temperature sensor,custom.controller,Custom › controller,custom,,,false,,,,
dhw,temperature-sensors,1038-65,Temperature Boosting Return,TemperatureSensor,Temperature sensor,controllerState.controller,Controller › controller,controllerState,,pidController,false,,,,
dhw,temperature-sensors,1038-65,Temperature Boosting Return,TemperatureSensor,Temperature sensor,controls.pump,controls › pump,controls,,control:pump,false,,,,
dhw,temperature-sensors,1038-65,Temperature Boosting Return,TemperatureSensor,Temperature sensor,parameters.temperature,parameters › temperature,parameters,,parameter:temperature,false,,,,
dhw,temperature-sensors,1038-65,Temperature Boosting Return,TemperatureSensor,Temperature sensor,sensors.measurement,sensors › measurement,sensors,,sensor:flow;sensor:temperature,false,,,,
dhw,temperature-sensors,1038-65,Temperature Boosting Return,TemperatureSensor,Temperature sensor,sensors.actuator,sensors › actuator,sensors,,sensor:valve,false,dhwSwitchHighTemperature,,,
dhw,temperature-sensors,1038-66,Temperature Boosting Supply,TemperatureSensor,Temperature sensor,source,Source,source,,sensor:temperature,true,dhwTemperatureBoostingSupply,,,
dhw,temperature-sensors,1038-66,Temperature Boosting Supply,TemperatureSensor,Temperature sensor,custom.controller,Custom › controller,custom,controllerRef,,false,@controller:pumpTemperatureController,,,
dhw,temperature-sensors,1038-66,Temperature Boosting Supply,TemperatureSensor,Temperature sensor,controllerState.controller,Controller › controller,controllerState,,pidController,false,,,,
dhw,temperature-sensors,1038-66,Temperature Boosting Supply,TemperatureSensor,Temperature sensor,controls.pump,controls › pump,controls,,control:pump,false,,,,
dhw,temperature-sensors,1038-66,Temperature Boosting Supply,TemperatureSensor,Temperature sensor,parameters.temperature,parameters › temperature,parameters,,parameter:temperature,false,,,,
dhw,temperature-sensors,1038-66,Temperature Boosting Supply,TemperatureSensor,Temperature sensor,sensors.measurement,sensors › measurement,sensors,,sensor:flow;sensor:temperature,false,,,,
dhw,temperature-sensors,1038-66,Temperature Boosting Supply,TemperatureSensor,Temperature sensor,sensors.actuator,sensors › actuator,sensors,,sensor:valve,false,,,,
thrusters,check-valves,1213-01,,CheckValve,Check valve,source,Source,source,,,true,thrusters-check-valve-1213-01,,1213-01,
thrusters,check-valves,1213-02,,CheckValve,Check valve,source,Source,source,,,true,thrusters-check-valve-1213-02,,1213-02,
thrusters,check-valves,1217-01,,CheckValve,Check valve,source,Source,source,,,true,thrusters-check-valve-1217-01,,1217-01,
thrusters,check-valves,1217-02,,CheckValve,Check valve,source,Source,source,,,true,thrusters-check-valve-1217-02,,1217-02,
thrusters,exchange-circuits,pcm,,FreshwaterCircuit,Connecting circuit,source,Source,source,,,true,thrusters-pcm-loop,,,
thrusters,exchange-circuits,pcm,,FreshwaterCircuit,Connecting circuit,sensors.flowIn,sensors › flowIn,sensors,,sensor:flow;sensor:calculatedFlow,true,thrustersFlowRecovery,,,
thrusters,exchange-circuits,pcm,,FreshwaterCircuit,Connecting circuit,sensors.flowOut,sensors › flowOut,sensors,,sensor:flow;sensor:calculatedFlow,true,thrustersFlowRecovery,,,
thrusters,exchange-circuits,pcm,,FreshwaterCircuit,Connecting circuit,sensors.tIn,sensors › tIn,sensors,,sensor:temperature,true,thrustersTemperatureRecoveryMix,,,
thrusters,exchange-circuits,pcm,,FreshwaterCircuit,Connecting circuit,sensors.tOut,sensors › tOut,sensors,,sensor:temperature,true,thrustersTemperatureSupply,,,
thrusters,exchange-circuits,seawater,,ExchangeCircuit,Exchange circuit,source,Source,source,,,true,thrusters-seawater-loop,,,
thrusters,exchange-circuits,seawater,,ExchangeCircuit,Exchange circuit,sensors.incoming,sensors › incoming,sensors,,sensor:temperature,true,thrustersTemperatureRecoveryMix,,,
thrusters,exchange-circuits,seawater,,ExchangeCircuit,Exchange circuit,sensors.outgoing,sensors › outgoing,sensors,,sensor:temperature,true,thrustersTemperatureSupply,,,
thrusters,exchange-circuits,seawater,,ExchangeCircuit,Exchange circuit,sensors.flow,sensors › flow,sensors,,sensor:flow,true,thrustersFlowAft,,,
thrusters,exchange-circuits,seawater,,ExchangeCircuit,Exchange circuit,sensors.deltaT,sensors › deltaT,sensors,,sensor:deltaT,true,dhw:adsorptionDelta,,,
thrusters,exchange-circuits,seawater,,ExchangeCircuit,Exchange circuit,sensors.heatExchanger,sensors › heatExchanger,sensors,,sensor:heatExchanger,true,thrustersSeawaterExchanger,,,
thrusters,exchange-circuits,seawater,,ExchangeCircuit,Exchange circuit,custom.circuitName,Custom › circuitName,custom,customSource,,true,Seawater,,,
thrusters,flow-control-valves,1064-02,Flowcontrol Fwd,FlowControlValve,Flow control valve,source,Source,source,,sensor:valve,true,thrustersFlowcontrolFwd,,,
thrusters,flow-control-valves,1064-02,Flowcontrol Fwd,FlowControlValve,Flow control valve,controls.valve,controls › valve,controls,,control:valve,true,thrustersFlowcontrolFwd,,,
thrusters,flow-control-valves,1064-02,Flowcontrol Fwd,FlowControlValve,Flow control valve,sensors.measurement,sensors › measurement,sensors,,sensor:flow,false,thrustersFlowFwd,,,
thrusters,flow-control-valves,1064-02,Flowcontrol Fwd,FlowControlValve,Flow control valve,parameters.flow,parameters › flow,parameters,,parameter:tuning;parameter:flow,false,thrusters:fwdFlowBalanceTuning,,,
thrusters,flow-control-valves,1064-02,Flowcontrol Fwd,FlowControlValve,Flow control valve,controllerState.controller,Controller › controller,controllerState,,pidController,false,thrustersFwdFlowController,,,
thrusters,flow-control-valves,1064-02,Flowcontrol Fwd,FlowControlValve,Flow control valve,custom.controller,Custom › controller,custom,,,false,,,,
thrusters,flow-control-valves,1215,Flowcontrol Aft,FlowControlValve,Flow control valve,source,Source,source,,sensor:valve,true,thrustersFlowcontrolAft,,,
thrusters,flow-control-valves,1215,Flowcontrol Aft,FlowControlValve,Flow control valve,controls.valve,controls › valve,controls,,control:valve,true,thrustersFlowcontrolAft,,,
thrusters,flow-control-valves,1215,Flowcontrol Aft,FlowControlValve,Flow control valve,sensors.measurement,sensors › measurement,sensors,,sensor:flow,false,thrustersFlowAft,,,
thrusters,flow-control-valves,1215,Flowcontrol Aft,FlowControlValve,Flow control valve,parameters.flow,parameters › flow,parameters,,parameter:tuning;parameter:flow,false,thrusters:aftFlowBalanceTuning,,,
thrusters,flow-control-valves,1215,Flowcontrol Aft,FlowControlValve,Flow control valve,controllerState.controller,Controller › controller,controllerState,,pidController,false,thrustersAftFlowController,,,
thrusters,flow-control-valves,1215,Flowcontrol Aft,FlowControlValve,Flow control valve,custom.controller,Custom › controller,custom,,,false,,,,
thrusters,flow-sensors,1057-22,Flow Fwd,FlowSensor,FlowSensor,source,Source,source,,sensor:flow,true,thrustersFlowFwd,,,
thrusters,flow-sensors,1057-22,Flow Fwd,FlowSensor,FlowSensor,custom.controller,Custom › controller,custom,,,false,,,,
thrusters,flow-sensors,1057-22,Flow Fwd,FlowSensor,FlowSensor,controllerState.controller,Controller › controller,controllerState,,pidController,false,,,,
thrusters,flow-sensors,1057-22,Flow Fwd,FlowSensor,FlowSensor,controls.pump,controls › pump,controls,,control:pump,false,thrustersPump2,,,
thrusters,flow-sensors,1057-22,Flow Fwd,FlowSensor,FlowSensor,parameters.flow,parameters › flow,parameters,,parameter:flowcontrol;parameter:flow,false,thrustersMaximumFlow,,,
thrusters,flow-sensors,1057-22,Flow Fwd,FlowSensor,FlowSensor,sensors.temperature,sensors › temperature,sensors,,sensor:temperature,false,thrustersTemperatureFwd,,,
thrusters,flow-sensors,1057-22,Flow Fwd,FlowSensor,FlowSensor,sensors.measurement,sensors › measurement,sensors,,sensor:flow;sensor:temperature,false,,,,
thrusters,flow-sensors,1218-01,Flow Recovery,FlowSensor,FlowSensor,source,Source,source,,sensor:flow,true,thrustersFlowRecovery,,,
thrusters,flow-sensors,1218-01,Flow Recovery,FlowSensor,FlowSensor,custom.controller,Custom › controller,custom,,,false,,,,
thrusters,flow-sensors,1218-01,Flow Recovery,FlowSensor,FlowSensor,controllerState.controller,Controller › controller,controllerState,,pidController,false,,,,
thrusters,flow-sensors,1218-01,Flow Recovery,FlowSensor,FlowSensor,controls.pump,controls › pump,controls,,control:pump,false,thrustersPump1,,,
thrusters,flow-sensors,1218-01,Flow Recovery,FlowSensor,FlowSensor,parameters.flow,parameters › flow,parameters,,parameter:flowcontrol;parameter:flow,false,thrustersMinimumFlow,,,
thrusters,flow-sensors,1218-01,Flow Recovery,FlowSensor,FlowSensor,sensors.temperature,sensors › temperature,sensors,,sensor:temperature,false,thrustersTemperatureRecoveryMix,,,
thrusters,flow-sensors,1218-01,Flow Recovery,FlowSensor,FlowSensor,sensors.measurement,sensors › measurement,sensors,,sensor:flow;sensor:temperature,false,,,,
thrusters,flow-sensors,1218-02,Flow Aft,FlowSensor,FlowSensor,source,Source,source,,sensor:flow,true,thrustersFlowAft,,,
thrusters,flow-sensors,1218-02,Flow Aft,FlowSensor,FlowSensor,custom.controller,Custom › controller,custom,,,false,,,,
thrusters,flow-sensors,1218-02,Flow Aft,FlowSensor,FlowSensor,controllerState.controller,Controller › controller,controllerState,,pidController,false,,,,
thrusters,flow-sensors,1218-02,Flow Aft,FlowSensor,FlowSensor,controls.pump,controls › pump,controls,,control:pump,false,thrustersPump1,,,
thrusters,flow-sensors,1218-02,Flow Aft,FlowSensor,FlowSensor,parameters.flow,parameters › flow,parameters,,parameter:flowcontrol;parameter:flow,false,thrustersMinimumFlow,,,
thrusters,flow-sensors,1218-02,Flow Aft,FlowSensor,FlowSensor,sensors.temperature,sensors › temperature,sensors,,sensor:temperature,false,thrustersTemperatureAft,,,
thrusters,flow-sensors,1218-02,Flow Aft,FlowSensor,FlowSensor,sensors.measurement,sensors › measurement,sensors,,sensor:flow;sensor:temperature,false,,,,
thrusters,heat-exchangers,1001,Seawater Exchanger,HeatExchanger,Heat exchanger,source,Source,source,,sensor:heatExchanger,true,thrustersSeawaterExchanger,,,
thrusters,heat-exchangers,1001,Seawater Exchanger,HeatExchanger,Heat exchanger,sensors.incoming,sensors › incoming,sensors,,sensor:temperature,true,thrustersTemperatureRecoveryMix,,,
thrusters,heat-exchangers,1001,Seawater Exchanger,HeatExchanger,Heat exchanger,sensors.outgoing,sensors › outgoing,sensors,,sensor:temperature,true,thrustersTemperatureSupply,,,
thrusters,heat-exchangers,1001,Seawater Exchanger,HeatExchanger,Heat exchanger,sensors.flow,sensors › flow,sensors,,sensor:flow,true,thrustersFlowRecovery,,,
thrusters,heat-exchangers,1001,Seawater Exchanger,HeatExchanger,Heat exchanger,custom.sideA,Custom › sideA,custom,customSource,,true,Side,,,
thrusters,heat-exchangers,1001,Seawater Exchanger,HeatExchanger,Heat exchanger,custom.sideB,Custom › sideB,custom,customSource,,true,Top,,,
